PROVIDER NAME,EMIRATE,NETWORK_TIER,AREA,TELEPHONE,PROVIDER TYPE,lat,lon
DELTA AL MAMZAR PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","KHAN OASIS BUILDING, OPP. SAFEER MALL",06-5771703,PHARMACY,25.309604,55.377018
DELTA MODERN PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AWAD AHMAD JAZAIRI BUILDING, JAMAL ABDUL NAZAR STREET, NEAR BRANDS FOR LESS SHOW ROOM",06-5554490,PHARMACY,25.321914,55.385284
DELTA PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHARJAH CO-OPERATIVE SOCIETY BUILDING, SHARJAH CO-OPERATIVE - SWEIHAT BRANCH",06-5382770,PHARMACY,25.348279,55.461126
THUMBAY PHARMACY LLC - SHJ BR.- BRANCH 1,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NEXT TO JESCO SUPERMARKET, YARMOUK",06 5668375,PHARMACY,25.354767,55.406836
THUMBAY PHARMACY LLC - SHJ BR- BRANCH 4,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","DELMA HOUSE BUILDING, KING FAISAL ROAD SHJ",06 5518509,PHARMACY,25.334538,55.390716
THUMBAY PHARMACY LLC -SHJ BR- BRANCH 6,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NEXT TO ADNOC PETROL STATION, UNIVERSITY CITY ROAD",06 5356789,PHARMACY,25.288472,55.391827
AL BADR AL KAMIL PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","MUWAILEH, BEHIND LULU, SULTAN BUTI BUILDING SHOP NO. 3",06-5376115,PHARMACY,25.304295,55.449314
AL USRAH MODERN PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL ZAHRA STREET,06-5656105,PHARMACY,25.369908,55.404517
AL SUNDOS PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL MEENA STREET . AL MARIJAH AREA , NEAR BIRD MARKET",06-5650905,PHARMACY,25.35594,55.381325
HALA PHARMACY LLC BRANCH 27,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","UNIT NO. J-040, GROUND FLOOR, MATAJER AL JURAINA,",06-5526718,PHARMACY,25.342655,55.390265
HAMAD AL IHTERAFEYA PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",NEAR LULU HYPERMARKET- MAYSLOON,06-5014700,PHARMACY,25.33924,55.428355
HAMAD AL OULA PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",OPP AL QASSIMI HOSPITAL- SHAHBA AREA,06-5061600,PHARMACY,25.341697,55.429338
HAMAD AL MUMAYAZAH PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL SHARQAN EXTENSION- TOWARDS AJMAN,06-5238054,PHARMACY,25.305791,55.442708
ABAQ AL NADA PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","KAIRALI BUILDING, AL GHUWAIR STREET,GROUND FLOOR, SHOP NO 21,",06-5541077,PHARMACY,25.35646,55.38843
MEDI PRIME AL NAHDA PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL RODA TOWER 2. OPPOSITE CARREFOUR EXPRESS, AL ETIHAD STREET, MALAKA STREET, AL NAHDA,",04-7070373,PHARMACY,25.302489,55.370298
BOORJ AL ROLLA PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHOP NO: 29 & 30, ROLLA TOWER BUILDING, OPPOSITE ROLLA PARK, ROLLA",06-5217190,PHARMACY,25.358569,55.389538
EMIRATES EUROPEAN HOSPITAL PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL QULAYA, AL ROUBA ST., ROLLA , BESIDE SHJ CO-OP SOCIETY, SHARJAH",06-5619444,PHARMACY,25.373318,55.399424
SAUDI GERMAN HOSPITAL PHARMACY - SHARJAH,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SH. MOHAMMAD BIN SAGR AL QASIMI, NEAR SHARJAH LADIES CLUB",800744823,PHARMACY,25.37729,55.4008
HALA PHARMACY LLC-BRANCH 20,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","UNIT B051, SHARJAH CITY CENTRE ,",06-5226348,PHARMACY,25.340868,55.38652
THUMBAY PHARMACY LLC BRANCH 10 - SHARJAH,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL BARAHA,AL WAHDA STREET",09-2774070,PHARMACY,25.050679,56.354336
AL AZHAR PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHARJAH COOPERATIVE SOCIETY BUILDING, SAJJA INDUSTRIAL AREA NO:1",,PHARMACY,24.97198,55.170577
AL HADHAR PHARMACY L.L.C,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL SALAM BUILDING NEAR AMBER AL MADINA SUPERMARKET AL KHAN ROAD,06-5545487,PHARMACY,25.329538,55.371895
NASSEEM AL BATAEH PHARMACY LLC (MOH1744),SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHARJA CO-OPERATIVE SOCIETY BUILDING SHARJA CO-OPERATIVE SOCIETY BUILDING, AL BATAEH",06-8833352,PHARMACY,25.330355,55.599355
MEDICINA 33 PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",EMIRATES NATIONAL SCHOOL,06-7448476,PHARMACY,25.363172,55.571835
AL KINDI PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",KING ABDUL AZIZ ST,06-5733177,PHARMACY,25.325892,55.43506
DUAA PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","BEHIND VEGETABLE MARKET,OLD HOSPITAL ROAD, AL DHAID",06-8822525,PHARMACY,25.289706,55.879317
THUMBAY PHARMACY LLC BRANCH 11 - SHARJAH,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","ABU SHAGARA ,STREET : S116-AL WIHDA STREET",06-5356497,PHARMACY,25.339097,55.398682
RUKN AL YASMEEN PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","GROUND FLOOR, ROLLA MALL, ROLLA",06-5238080,PHARMACY,25.358601,55.3896
AL SAMA PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NEAR CITY BANK,ANAS BIN MUATAH STREET,GROUND FLOOR,AL QASSEMIYA,",06-5508820,PHARMACY,25.346918,55.392183
AL SANA PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SYED PLAZA BUILDING,AL QASSIMIYA STREET,AL MAHATTA AREA,OPP. MEGA",06-5731610,PHARMACY,25.345643,55.397371
AL TAMAM PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","MARYAM PLAZA BUILDING,NEAR BIG BAZAR HYPER MARKET, ABUSHAGARA",06-5505995,PHARMACY,25.336481,55.400715
HEALTHCARE PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHARJAH COOPERATIVE SOCIETY BUILDING,SHARAH ABOOBACKER STREET,KALBAH INDUSTRIAL AREA,",09-2772394,PHARMACY,25.096921,55.173491
NAJMAT  MUWEILAH  PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL WATANYAH REAL Eaddress4,MUWAILEH",06-5220260,PHARMACY,25.240583,55.307134
ISHAQ BIN OMRAN PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",SHEIKH SALEM AL QASSIMI ST. AL QARAYEN AREA,06-5180875,PHARMACY,25.300456,55.538822
HALA PHARMACY LLC BRANCH 33,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHOP UNIT NO. 1 & 2, GOLDEN TOWER, BUHEIRAH CORNICHE",04-5610000,PHARMACY,25.341675,55.385805
HALA PHARMACY LLC BRANCH 35,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHOP NO.1, ARAB DOCTORS SPECIALIST CENTER BUILDING, AL TAAWUN RD",04-5610000,PHARMACY,25.308839,55.37162
THUMBAY PHARMACY LLC BRANCH 12 - SHARJAH,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","303 AL SHARQ STREET,OPPOSITE ADNOC PETROL PUMP-NEAR TO NMC MEDICAL CENTRE",06-5622749,PHARMACY,25.2345,55.24324
NEW MEDICAL CENTER PHARMACY LLC BRANCH 1,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","KAKOOLI TOWER, NEAR BUHAIRAH STATION, AL MAJAZ",06-7410907,PHARMACY,25.320873,55.380511
AL AZHAR PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHARJAH COOPERATIVE SOCIETY BUILDING, SAJJA INDUSTRIAL AREA NO:1",06-5352323,PHARMACY,25.18203,55.37597
BURJEEL SPECIALTY HOSPITAL PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL FAYHA, OPP LULU HYPER MARKET",06-5075000,PHARMACY,25.3586,55.4063
HELAL KALBA PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","OPPOSITE / NEARBY- SHARJAH COOPERATIVE  SOCIETY,",09-2348668,PHARMACY,25.386726,55.463787
HALA PHARMACY LLC - BRANCH 42,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","UNIT # 14 & 15, GROUND FLOOR, NESTO HYPERMARKET, BUTINA",04-5610000,PHARMACY,25.370629,55.405018
BAWABAT AL ENWAN PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHEIKH KHALID STREET, NEAR UNION NATIONAL BANK, KHORFAKKAN,",09-2370808,PHARMACY,25.358371,56.35008
HALA PHARMACY LLC - BRANCH 44,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","UNIT 162, GROUND FLOOR, SAHARA CENTRE,",04-5610000,PHARMACY,25.298297,55.373608
HALA PHARMACY LLC - BRANCH 46,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHOP NO. 3 , AL SHAAM TOWER, AL TAAWUN ROUNDABOUT",04-5610000,PHARMACY,25.310064,55.378929
AL ENWAN PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","RAK BANK BUILDING BEHIND RAK BANK MEENA ROAD, DOWN MARIJAH MEDICAL CENTER, AL MARIJA ST.",06-5559111,PHARMACY,25.35444,55.383412
AL TAWAR PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NEXT AL AFDAL MEDICAL CENTER KING ABDUL AZIZ STREET,QASIMIYA",06-5334111,PHARMACY,25.34605,55.391983
AL ITIHAD PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","JAMAL ABDUL NASSER STREET, AL MAJAS",06-5594767,PHARMACY,25.320778,55.385956
HALA PHARMACY LLC-BRANCH 8,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","UNIT NO. MM15, GROUND FLOOR, MATAJER AL MUSALLA,",04-5610000,PHARMACY,25.34156,56.34624
HALA PHARMACY LLC - BRANCH 28,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHOP 1, UNIT NO. 1006, OASIS MALLS",04-5610000,PHARMACY,25.349127,55.409076
HALA PHARMACY LLC - BRANCH 51,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHOWROOM NO: 1 PLOT 236-236, AL BUHAIRA INSURANCE TOWER",04-5610000,PHARMACY,25.334226,55.388945
CITY LIFE PHARMACY LLC BRANCH SHARJAH,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHOP 04, AL MAMZER TOWER, AL TAAWUN",04-5610000,PHARMACY,25.30516,55.36418
AL COURNICHE PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","COURNICHE PLAZA -11, OPPOSITE MARBELLA RESPORT, BOHAIRA CORNICHE,",06-5592299,PHARMACY,25.341194,55.385786
SUPER CARE PHARMACY LLC - SHJ BR - BRANCH 3,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","GROUND FLOOR, ENTRANCE B, CITY CENTER AL ZAHIA, SHARJAH",06-5463247,PHARMACY,25.3173,55.4589
SUPERCARE PHARMACY SHARJAH 1,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SAHARA CENTER, AL NAHDA, SHARJAH",06-5320383,PHARMACY,25.3223,55.5136
MEDI PRIME AL MAJAZ PHARMACY LLC - BRANCH 1,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","GROUND FLOOR, ZERO 6 MALL, AL JURAINAH, UNIVERSITY CITY ROAD, SHARJAH UAE",04-7070999,PHARMACY,25.290073,55.497482
SUPER CARE PHARMACY LLC - SHJ BR - BRANCH 2,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHOP# 05, SARH AL EMARAT TOWER, AL MAJAZ 1, CORNICHE BUHAIRA STREET",06-7676696,PHARMACY,25.3363,55.3756
ALEXIS PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHOP # 1,2,3, BACK SIDE OF SHARJAH UNIVERSITY STREET, MUWEILAH",06-5060397,PHARMACY,25.311968,55.446135
ALEXIS ZULEKHA PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NEAR ZULEKHA HOSPITAL SHARJAH, NASSERYA",06-5060197,PHARMACY,25.367394,55.401265
ZULEKHA PHARMACY LLC - SOLE PROPRIETORSHIP,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","GROUND FLOOR, THE GATE TOWER BUILDING, AL KHAN",06-5060498,PHARMACY,25.313631,55.369182
NEW BIN SINA PHARMACY (SHARJAH),SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",MEGA MALL,06-5744066,PHARMACY,25.3451,55.398783
GRAND BIN SINA PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",BUHAIRA CORNICHE,06-5567662,PHARMACY,25.340617,55.386
HEALTH FIRST PHARMACY BR-3,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL MAHA BLDG,AL TAWUN ST",06-5627020,PHARMACY,25.338116,55.388817
MASAFI PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL WAHDA STREET,06-5732221,PHARMACY,25.343083,55.404317
HEALTH FIRST PHARMACY BR 2,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL WAHDA STREET,06-5336128,PHARMACY,25.317233,55.385433
HEALTH FIRST PHARMACY BRANCH 4,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",MATAJER MALL,06-5534225,PHARMACY,25.296783,55.48965
NEW MEDICAL CENTRE PHARMACY NMC SHARJAH,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",BUHAIRA CORNICHE,06-5974180,PHARMACY,25.342783,55.385817
CENTRAL PRIVATE HOSPITAL PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","CLOCK TOWER, SHEIKH ZAYED STREET",06 5639900,PHARMACY,25.361071,55.398162
AL NUZHA  PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",CORNICHE AL BUHAIRA,06-5454282,PHARMACY,25.333867,55.37555
UNIVERSITY HOSPITAL SHARJAH PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",UNIVERSITY AIRPORT ROAD,06-5058555,PHARMACY,25.299533,55.489617
AL MUSSALA PHARMACY,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL BUSTAN,AL MUSALLA SOUQ,",06-7421271,PHARMACY,25.410945,55.444414
METRO MEDS PHARMACY-LLC,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL NUAIMIA,06-7469692,PHARMACY,25.3895,55.462333
AJMAN SPECIALTY HOSPITAL PHARMACY,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL HAMIDYEA ST,INDUSTRIAL AREA,",06-7052256,PHARMACY,25.392965,55.481785
AL BUSTAN PHARMACY (AJMAN),AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","OPP MADINA POLICE STATION,AL BUSTAN",06-7447969,PHARMACY,25.409414,55.447058
AL SHIFA PHARMACY (AJMAN),AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",NEW INDUSTRIAL AREA AL ZAHRA,06-7481477,PHARMACY,25.398938,55.442515
EMIRATES PHARMACY,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",OPP KUWAIT HOSPITAL,06-7474900,PHARMACY,25.407924,55.443711
AL KHALEEJ PHARMACY (AJMAN),AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","ST#13,AL QUDS ROAD,AL SAWAN,",06-7444189,PHARMACY,25.403331,55.442091
AL BUSTAN PHARMACY,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",Near Lucky Cent,06-7447969,PHARMACY,24.406483,54.601918
ALAM PHARMACY MEDICOM - 18,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",SAFEER  MALL,06-7464665,PHARMACY,25.390074,55.444905
ASTER PHARMACY (AJMAN),AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","RASHIDIYA, AJMAN CO-OP",06-7496363,PHARMACY,25.393813,55.45492
GRAND PHARMACY,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",DANA PLAZA COMPLEX,06-7444840,PHARMACY,25.394467,55.427583
NEW GRAND PHARMACY,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL NUAIMIYAH, KING FAISAL ROAD",06-7412588,PHARMACY,25.410633,55.50285
AL MAMOORA PHARMACY ((CLOSED TEMPORARILY UNTIL FURTHER NOTICE DUE TO OWNERSHIP CHANGE _15072024)),AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","RASHID BIN HUMAID ST,OPP.ZAIN MART",06-7426383,PHARMACY,25.403551,55.439758
FIRST CARE PHARMACY,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",NEAR AL NUAIMIA POLICE STATION,06-7469831,PHARMACY,25.402424,55.492605
MEDICOM PHARMACY 27,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHEIKH KHALEEFA STREET,SHOP NO.1, A",06-7412013,PHARMACY,25.38845,55.4613
LULU PHARMACY L.L.C,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL BUSTAN,06-7457771,PHARMACY,25.406983,55.4441
SUPERCARE PHARMACY AJMAN,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL JURF,06-7497255,PHARMACY,25.3994,55.502667
AL HEKMAH PHARMACY LLC,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","KUWAIT ST, ALONG NUAIMIYA TOWER",06-7466689,PHARMACY,25.367917,55.413967
LAMYA PHARMACY,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",RASHIDIYA  NEAR  LADIES PARK,06-7452230,PHARMACY,25.3936,55.440033
MODERN PHARMACY(AJMAN),AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AJMAN CITY CENTRE,06-7480066,PHARMACY,25.399723,55.47861
AL EMAN PHARMACY AJMAN,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHEIK KHALIFABIN ZAYED ST,NUAIMIYAH",06-7466407,PHARMACY,25.392168,55.433363
AL SAQER PHARMACY,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL MUSALLA BLDG,06-7488329,PHARMACY,25.410946,55.444395
ACCESS PHARMACY - AJMAN,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",HARAMAIN SOUQ NEW INDUSTIAL AREA,06-7462011,PHARMACY,25.381998,55.468424
DAJLA PHARMACY,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL NASSER BUILDING, OPP. SHARJAH CO",06-7466704,PHARMACY,25.388752,55.436168
AMINA HOSPITAL PHARAMCY LLC,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHAIK RASHID BIN HUMEED ST, AL QUD",06-7114493,PHARMACY,25.403987,55.441535
THUMBAY HOSPITAL PHARMACY,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",SHEIKH ZAYED ROAD,06-7403494,PHARMACY,25.382639,55.462325
DEAR HEALTH PHARMACY,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","BEHIND RAMADA HOTEL,BLACK SQUARE",06-7471335,PHARMACY,25.390518,55.463497
OZONE PHARMACY LLC,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","VILLA NO7,AL RUMAILA -3,AL RUMAILA",06-7410112,PHARMACY,25.395734,55.426374
29 MEDICINA PHARMACY,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AJMAN UNION CO-OP, AL RUMAILAH",06-7472207,PHARMACY,25.400345,55.435073
MEDICINA PHARMACY AJMAN,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NUAIMIA TOWERS, KUWAIT STREET,",06-7313042,PHARMACY,25.38614,55.46199
THUMBAY PHARMACY 4,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",E11 - AL ETTEHAD STREET,06-7463333,PHARMACY,25.399191,55.451996
AL ELAJ PHARMACY LLC,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","UNION BANK BUILDING , RUMAILAH - 3",06-7472601,PHARMACY,25.394567,55.472408
AL NAHRAIN PHARMACY,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SKY TOWER SHOP #2,SHEIK KHALIFA STR",06-7449144,PHARMACY,25.38995,55.451343
AL AFDHAL PHARMACY,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AJMAN CO-OPERATIVE SOCIETY,JURF",06-7311318,PHARMACY,25.360647,55.390426
THUMBAY PHARMACY 1,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL ITTIHAD STREET,",06-7453771,PHARMACY,25.399204,55.450853
LIFE PHARMACY,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL MANAMA HYPERMARKETS,AL RAMILA RO",06-7444331,PHARMACY,25.40657,55.442412
THUMBAY PHARMACY 2,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",SHARA SHEIKH SAYEED ROAD,06-7051594,PHARMACY,25.385649,55.46604
THUMBAY PHARMACY 15,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",SHEIKH MAKTOUM BIN RASHID ST,06-7450762,PHARMACY,25.393403,55.432604
THUMBAY PHARMACY,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL NAKHEEL AREA-NEAR CHAMBER OF COM,06-7470701,PHARMACY,25.384283,55.461662
AL RAHA PHARMACY,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NUAIMIYA , NEW INDUSTRIAL AREA",06-7407560,PHARMACY,25.37896,55.4577
ZIYAN PHARMACY,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","BIN HAMOODAH BUILDING, AL BADR STREET BESIDE ADCB BANK",06-7477388,PHARMACY,25.411607,55.442309
MEDI PRIME PHARMACY AJM -LLC,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","GRAND MALL, SHEIKH KHALIFA BIN ZAYED STREET,",04-6079874,PHARMACY,25.392307,55.43906
AL TAYEB PHARMACY,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","OLD TRADE CENTRE BUILDING , RASHID BIN HUMAID STREET",06-7449330,PHARMACY,25.410853,55.443617
NORTHERN AL AHLIAH PHARMACY,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","BEHIND GENERAL POST OFFICE, AL BUSTAN,",06-7401876,PHARMACY,25.408389,55.444148
AL ZORA PHARMACY,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHEIKH RASHID BIN ABDUL AZIZ STREET ,",06-7423654,PHARMACY,25.405422,55.445038
DR. ALI PHARMACY,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",SHEIKH RASHID BIN ABDUL AZIZ STREET,06-7403530,PHARMACY,25.441102,55.548148
THUMBAY PHARMACY - 5,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL ITTIHAD BUILDING(PREVIOUSLY HUMAN APPEAL BUILDING) BADER ST.,06-7454883,PHARMACY,25.393524,55.432598
THUMBAY PHARMACY 14,AJM,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","BADER STREET, NEAR LADIES PARK, RASHIDIYA-2",06 7475091,PHARMACY,25.402215,55.44379
