SL_NO,EMIRATE,UAE_EMIRATE,PROVIDER_TYPE,PROVIDER_NAME,FACILITY_ID,AREA,ADDRESS,PHONE,GOOGLE_MAPS_LINK,WEBSITE,WHATSAPP,NOTES
1901,SHJ,SHJ,CLINIC,AL TAJ AL FADHI CLINIC,MOH-F-1000801,INDUSTRIAL AREA 11,"SHARJAH INDUSTRIAL AREA 11,SHARJAH ,UAE",06-7044671,https://www.google.com/maps/search/?api=1&query=SHARJAH%20INDUSTRIAL%20AREA%2011%2CSHARJAH%20%2CUAE%2C%20Ajman%2C%20UAE,,,
1902,SHJ,SHJ,CLINIC,PURE PATH MEDICAL CENTER LLC SP,MOH-F-1000833,AL SAJJA,"AL SAJAA INDUSTRIAL AREA, CEMENT FACTORY ROAD, SHARJAH",06-5221135,https://www.google.com/maps/search/?api=1&query=AL%20SAJAA%20INDUSTRIAL%20AREA%2C%20CEMENT%20FACTORY%20ROAD%2C%20SHARJAH%2C%20Ajman%2C%20UAE,,,
1903,SHJ,SHJ,CLINIC,SIMRAN MEDICAL CLINIC,MOH-F-1000727,MUWAILAH,"WAHA AL-REEM BUILDING FIRST FLOOR, OFFICE NO. 105, NEAR AL MADINA HYPERMARKET, MUWAILAH,SHARJAH,UAE",054-7141674,https://www.google.com/maps/search/?api=1&query=WAHA%20AL-REEM%20BUILDING%20FIRST%20FLOOR%2C%20OFFICE%20NO.%20105%2C%20NEAR%20AL%20MADINA%20HYPERMARKET%2C%20MUWAILAH%2CSHARJAH%2CUAE%2C%20Ajman%2C%20UAE,,,
1904,SHJ,SHJ,CLINIC,WELL CARE MEDICAL CENTER LLC,MOH-F-1000843,MUWAILAH,"BUILDING NO : 6, MUWEILAH COMMERCIAL, SHARJAH",06-5791444,https://www.google.com/maps/search/?api=1&query=BUILDING%20NO%20%3A%206%2C%20MUWEILAH%20COMMERCIAL%2C%20SHARJAH%2C%20Ajman%2C%20UAE,,,
1905,SHJ,SHJ,CLINIC,AL ARIF MEDICAL CENTRE LLC,MOH-F-1000120,ALNAHDA,"SHOP 1, B BLOCK, TIGER AL YARMOUK BUILDING, NEAR ENOC PETROL PUMP, AL NAHDA, SHARJAH",06-715 4999,https://www.google.com/maps/search/?api=1&query=SHOP%201%2C%20B%20BLOCK%2C%20TIGER%20AL%20YARMOUK%20BUILDING%2C%20NEAR%20ENOC%20PETROL%20PUMP%2C%20AL%20NAHDA%2C%20SHARJAH%2C%20Ajman%2C%20UAE,,,
1906,SHJ,SHJ,CLINIC,MAX CARE MEDICAL CENTRE,MOH-F-1000831,INDUSTRIAL AREA 5,"BMW - MAAZA SIGNAL, NEAR LULU EXCHANGE,INDUSTRIAL AREA 5,SHJ,UAE",056-4131644,https://www.google.com/maps/search/?api=1&query=BMW%20-%20MAAZA%20SIGNAL%2C%20NEAR%20LULU%20EXCHANGE%2CINDUSTRIAL%20AREA%205%2CSHJ%2CUAE%2C%20Ajman%2C%20UAE,,,
1907,SHJ,SHJ,CLINIC,NOOR MEDICAL CENTER,MOH-F-1000544,CORNICHE,"FLAT NO 202, OLD IRANIAN BUILDING, NEAR CORNICH POST OFFICE, SHARJAH, UAE",06-5684974,https://www.google.com/maps/search/?api=1&query=FLAT%20NO%20202%2C%20OLD%20IRANIAN%20BUILDING%2C%20NEAR%20CORNICH%20POST%20OFFICE%2C%20SHARJAH%2C%20UAE%2C%20Ajman%2C%20UAE,,,
1908,SHJ,SHJ,CLINIC,AL AMAL MEDICAL CENTRE LLC,MOH-F-1000603,AL KHAN ST,"AL ITTIHAD ROAD, AL HELAL BLDG - FLAT NO. 203 - AL KHAN ST - SHARJAH",058-5073355,https://www.google.com/maps/search/?api=1&query=AL%20ITTIHAD%20ROAD%2C%20AL%20HELAL%20BLDG%20-%20FLAT%20NO.%20203%20-%20AL%20KHAN%20ST%20-%20SHARJAH%2C%20Ajman%2C%20UAE,,,
1909,SHJ,SHJ,CLINIC,SAMEENA MEDICAL CENTRE L.L.C,MOH-F-1000483,CLOCK TOWER,"101,FIRST FLOOR, AL ZAHRA BUILDING, CLOCK TOWER, SHARJAH,UAE",06-5559010,https://www.google.com/maps/search/?api=1&query=101%2CFIRST%20FLOOR%2C%20AL%20ZAHRA%20BUILDING%2C%20CLOCK%20TOWER%2C%20SHARJAH%2CUAE%2C%20Ajman%2C%20UAE,,,
1910,SHJ,SHJ,CLINIC,AL DHAID MEDICAL CENTRE,MOH-F-1000090,AL DHAID,"FIRST FLOOR , SHAIKH MUHAIR BUILDING, OLD HOSPITAL ROAD, AL DHAID,SHARJAH,UAE",06-8823535,https://www.google.com/maps/search/?api=1&query=FIRST%20FLOOR%20%2C%20SHAIKH%20MUHAIR%20BUILDING%2C%20OLD%20HOSPITAL%20ROAD%2C%20AL%20DHAID%2CSHARJAH%2CUAE%2C%20Ajman%2C%20UAE,,,
1911,SHJ,SHJ,CLINIC,RIAZ SPECIALIST MEDICAL CENTER LLC,MOH-F-1000014,AL WASIT STREET,"AL WASIT STREET, AL SHAHBAH AREA,SHARJAH,UAE",06-5583351,https://www.google.com/maps/search/?api=1&query=AL%20WASIT%20STREET%2C%20AL%20SHAHBAH%20AREA%2CSHARJAH%2CUAE%2C%20Ajman%2C%20UAE,,,
1912,SHJ,SHJ,CLINIC,AL NEBRAS MEDICAL CENTER -L L C SHJ. BR,MOH-F-1000810,AL ZAHIA CITY,"ENTRANCE C, AL ZAHIA CITY CENTER,SHJ,UAE",06-5532400,https://www.google.com/maps/search/?api=1&query=ENTRANCE%20C%2C%20AL%20ZAHIA%20CITY%20CENTER%2CSHJ%2CUAE%2C%20Ajman%2C%20UAE,,,
1913,SHJ,SHJ,CLINIC,AL SANABIL MEDICAL CENTER L.L.C,MOH-F-1000115,BHAIRAH CORNICHE,"GOLDEN TOWER 6TH  AL MAJAZ1 BUHAIRA CORNICHE MARHRIQ BLDG, OPPOSITE MARBELLA RESORT SHARJAH",06-5486662,https://www.google.com/maps/search/?api=1&query=GOLDEN%20TOWER%206TH%20%20AL%20MAJAZ1%20BUHAIRA%20CORNICHE%20MARHRIQ%20BLDG%2C%20OPPOSITE%20MARBELLA%20RESORT%20SHARJAH%2C%20Ajman%2C%20UAE,,,
1914,SHJ,SHJ,CLINIC,EBN HAYAN MEDICAL CENTER,MOH-F-1000640,AL  MAJAZ 3,"AL MAJAZ 3 BUHAIRAH CORNICHE, SHARJAH, UAE",058-5847841,https://www.google.com/maps/search/?api=1&query=AL%20MAJAZ%203%20BUHAIRAH%20CORNICHE%2C%20SHARJAH%2C%20UAE%2C%20Ajman%2C%20UAE,,,
1915,SHJ,SHJ,CLINIC,AL DAWLI MEDICAL COSMETIC CENTER,MOH6748,AL  MAJAZ 3,"AL MAJAZ 3 BUHAIRAH CORNICHE, SHARJAH, UAE",058-5847841,https://www.google.com/maps/search/?api=1&query=AL%20MAJAZ%203%20BUHAIRAH%20CORNICHE%2C%20SHARJAH%2C%20UAE%2C%20Ajman%2C%20UAE,,,
1916,SHJ,SHJ,CLINIC,SHIFA MUWAILEH MEDICAL CENTER L.L.C,MOH-F-1000917,MUWAILEH,"SHARJAH MUWAILEH COMMERCIAL ,AL EMARAT STREET,BUILDING NO 7460,G FLOOR, MUWAILEH,SHARJAH, UAE",06-7401790,https://www.google.com/maps/search/?api=1&query=SHARJAH%20MUWAILEH%20COMMERCIAL%20%2CAL%20EMARAT%20STREET%2CBUILDING%20NO%207460%2CG%20FLOOR%2C%20MUWAILEH%2CSHARJAH%2C%20UAE%2C%20Ajman%2C%20UAE,,,
1917,SHJ,SHJ,CLINIC,NAFEESA MEDICAL CENTER LLC,MOH-F-1000873,ABUSHAGARA,"FLAT NO 104,AL THURAYA TOWER,ABUSHAGARA,SHARJAH,UAE",06-7152940,https://www.google.com/maps/search/?api=1&query=FLAT%20NO%20104%2CAL%20THURAYA%20TOWER%2CABUSHAGARA%2CSHARJAH%2CUAE%2C%20Ajman%2C%20UAE,,,
1918,SHJ,SHJ,CLINIC,TRUE CARE MEDICAL CENTER,MOH-F-1000817,ROLLA,"FLAT # 102, FIRST FLOOR OLD JANATA BANK BULIDING, AL AROUBA STREET, ROLLA, SHARJAH, UAE",06-5453305,https://www.google.com/maps/search/?api=1&query=FLAT%20%23%20102%2C%20FIRST%20FLOOR%20OLD%20JANATA%20BANK%20BULIDING%2C%20AL%20AROUBA%20STREET%2C%20ROLLA%2C%20SHARJAH%2C%20UAE%2C%20Ajman%2C%20UAE,,,
1919,SHJ,SHJ,CLINIC,NABDH AL SHIFA MEDICAL CENTER,MOH-F-1000963,AL QASIMIAH,"SAMAK BIN SA'AD ST - ABU SHAGHARA - HAY AL QASIMIAH, SHARJAH, UAE",052-6815255,https://www.google.com/maps/search/?api=1&query=SAMAK%20BIN%20SA%27AD%20ST%20-%20ABU%20SHAGHARA%20-%20HAY%20AL%20QASIMIAH%2C%20SHARJAH%2C%20UAE%2C%20Ajman%2C%20UAE,,,
1920,SHJ,SHJ,CLINIC,SHIFA AL JAZEERA MEDICAL CENTRE  BRANCH - 1,MOH-F-1000971,MUWAILEH,"1796, ALZAROUNI BUILDING, SHK. MOHAMMED BIN ZAYED ROAD, MUWAILEH COMMERCIAL, NEAR ADNOC PETROL STATION, SHARJAH, UAE.",06-5236923,https://www.google.com/maps/search/?api=1&query=1796%2C%20ALZAROUNI%20BUILDING%2C%20SHK.%20MOHAMMED%20BIN%20ZAYED%20ROAD%2C%20MUWAILEH%20COMMERCIAL%2C%20NEAR%20ADNOC%20PETROL%20STATION%2C%20SHARJAH%2C%20UAE.%2C%20Ajman%2C%20UAE,,,
1921,SHJ,SHJ,CLINIC,MAX CARE MEDICAL CENTER (S.P.S - L.L.C) - SHJ. BR 1,MOH-F-1000969,ROLLA,"OPP ROLLA MALL, NEAR VEGME REST. ROLLA SHARJAH,UAE",054-2241128,https://www.google.com/maps/search/?api=1&query=OPP%20ROLLA%20MALL%2C%20NEAR%20VEGME%20REST.%20ROLLA%20SHARJAH%2CUAE%2C%20Ajman%2C%20UAE,,,
1922,SHJ,SHJ,DAYCARE,SHARJAH CORNICHE MEDICAL CENTRE(DAY CARE HOSPITAL),MOH-F-1000396,BUHAIRAH CORNICHE,"PO BOX 19692, CORNICHE PLAZA II, 10TH FLOOR, BUHAIRAH CORNICHE",06-5751222,https://www.google.com/maps/search/?api=1&query=PO%20BOX%2019692%2C%20CORNICHE%20PLAZA%20II%2C%2010TH%20FLOOR%2C%20BUHAIRAH%20CORNICHE%2C%20Ajman%2C%20UAE,,,
1923,SHJ,SHJ,DAYCARE,AL SAHA WA AL SHIFAA HOSPITAL FOR ONE DAY SURGERY,MOH-F-1000096,ROLLA,"ROLLA MALL,SHARJAH,UAE",06-5632618,https://www.google.com/maps/search/?api=1&query=ROLLA%20MALL%2CSHARJAH%2CUAE%2C%20Ajman%2C%20UAE,,,
1924,SHJ,SHJ,DAYCARE,ORIANA HOSPITAL FOR ONE DAY SURGERY LLC SOLE PROPRIETORSHIP,MOH-F-1000669,AL TAAWUN ST,"NEW AL TAAWUN RD, MANAZIL TOWER 2 - 1704, MUNAZIL - 2 AL TAAWUN ST - SHARJAH",06-5251000,https://www.google.com/maps/search/?api=1&query=NEW%20AL%20TAAWUN%20RD%2C%20MANAZIL%20TOWER%202%20-%201704%2C%20MUNAZIL%20-%202%20AL%20TAAWUN%20ST%20-%20SHARJAH%2C%20Ajman%2C%20UAE,,,
1925,SHJ,SHJ,DENTAL,DR.SAI GANESH PILLAI MEDICAL CENTRE,MOH-F-1000315,ALAROUBA STREET ,"BANK SADERAT IRAN,SECOND FLOOR,SUIT NO 203, AL AROUBA STREET,SHARJAH-ROLLA.",054-4462109,https://www.google.com/maps/search/?api=1&query=BANK%20SADERAT%20IRAN%2CSECOND%20FLOOR%2CSUIT%20NO%20203%2C%20AL%20AROUBA%20STREET%2CSHARJAH-ROLLA.%2C%20Ajman%2C%20UAE,,,
1926,SHJ,SHJ,DENTAL,INDIANA DENTAL AND AESTHETIC CENTER LLC,MOH-F-1000935,MUWAILEH,"8F43+W6 MUWAILEH COMMERCIAL INDUSTRIAL AREA, ",06-5699411,https://www.google.com/maps/search/?api=1&query=8F43%2BW6%20MUWAILEH%20COMMERCIAL%20INDUSTRIAL%20AREA%2C%2C%20Ajman%2C%20UAE,,,
1927,SHJ,SHJ,DIAGNOSTIC CENTRE,CLASS MEDICAL CENTRE,MOH-F-1000046,ROLLA,"AL SAUD TOWERS,SHARJAH,UAE",06-5652332,https://www.google.com/maps/search/?api=1&query=AL%20SAUD%20TOWERS%2CSHARJAH%2CUAE%2C%20Ajman%2C%20UAE,,,
1928,SHJ,SHJ,DIAGNOSTIC CENTRE,AL SAFWA RADIOLOGY CENTER LLC,MOH-F-1000086,KING FAISAL STREET,"3RD FLOOR, TOWER C,AL MARZOUQI TOWERS (CG MALL), KING FAISAL STREET, AL NUD, AL QASIMIA, SHARJAH-UAE",06-5563969,https://www.google.com/maps/search/?api=1&query=3RD%20FLOOR%2C%20TOWER%20C%2CAL%20MARZOUQI%20TOWERS%20%28CG%20MALL%29%2C%20KING%20FAISAL%20STREET%2C%20AL%20NUD%2C%20AL%20QASIMIA%2C%20SHARJAH-UAE%2C%20Ajman%2C%20UAE,,,
1929,SHJ,SHJ,DIAGNOSTIC CENTRE,REEM AL BAWADI MEDICAL AND DIAGNOSTIC CENTRE(NOVO GR),MOH6719,ROLLA,SHARJAH - ROLLA,06-5455501,https://www.google.com/maps/search/?api=1&query=SHARJAH%20-%20ROLLA%2C%20Ajman%2C%20UAE,,,
1930,SHJ,SHJ,DIAGNOSTIC CENTRE,AVIVO GR-REEM MEDICAL DIAGNOSTIC CENTRE,MOHI1314,ROLLA,"1ST FLOOR AL AHALIA EXCHANGE BLDG. ROLLA SQUARE, ROLLA SHARJAH PO BOX. 21764",06-562 0831,https://www.google.com/maps/search/?api=1&query=1ST%20FLOOR%20AL%20AHALIA%20EXCHANGE%20BLDG.%20ROLLA%20SQUARE%2C%20ROLLA%20SHARJAH%20PO%20BOX.%2021764%2C%20Ajman%2C%20UAE,,,
1931,SHJ,SHJ,DIAGNOSTIC CENTRE,MODERN MEDICAL LAB,MOH-F-1000045,SHARJAH,"L KHUDHRA BLDG. 2ND FLOOR,201 NEAR RONA CARGO,P.O. BOX 24855, SHARJAH,UNITED ARAB EMIRATES",06-5679794,https://www.google.com/maps/search/?api=1&query=L%20KHUDHRA%20BLDG.%202ND%20FLOOR%2C201%20NEAR%20RONA%20CARGO%2CP.O.%20BOX%2024855%2C%20SHARJAH%2CUNITED%20ARAB%20EMIRATES%2C%20Ajman%2C%20UAE,,,
1932,SHJ,SHJ,DIAGNOSTIC CENTRE,LIFE MEDICAL DIAGNOSTICS LABORATORIES LLC,MOH-F-1000775,BUHAIRA CORNICHE,"BUHAIRA CORNICHE, AL REEM PLAZA TOWER, FIRST FLOOR, OFFICE 105-106, SHARJAH, UAE",600551636,https://www.google.com/maps/search/?api=1&query=BUHAIRA%20CORNICHE%2C%20AL%20REEM%20PLAZA%20TOWER%2C%20FIRST%20FLOOR%2C%20OFFICE%20105-106%2C%20SHARJAH%2C%20UAE%2C%20Ajman%2C%20UAE,,,
1933,SHJ,SHJ,DIAGNOSTIC CENTRE,EMIRATES MEDICAL LAB L.L.C.SP,MOH-F-1000280,"BUHAIRA CORNICHE, AL MAJAZ","SALEM TOWER, # 203, BUHAIRA CORNICHE, AL MAJAZ,SHARJAH,UAE",06-5736866,https://www.google.com/maps/search/?api=1&query=SALEM%20TOWER%2C%20%23%20203%2C%20BUHAIRA%20CORNICHE%2C%20AL%20MAJAZ%2CSHARJAH%2CUAE%2C%20Ajman%2C%20UAE,,,
1934,SHJ,SHJ,HOSPITAL,BURJEEL SPECIALTY HOSPITAL LLC (SHARJAH),MOH-F-1000462,AL FAHYA,"KUWAIT STREET, NEAR AL FAYHA PARK, SHARJAH",06-5075010,https://www.google.com/maps/search/?api=1&query=KUWAIT%20STREET%2C%20NEAR%20AL%20FAYHA%20PARK%2C%20SHARJAH%2C%20Ajman%2C%20UAE,,,
1935,SHJ,SHJ,HOSPITAL,EMIRATES EUROPEAN HOSPITAL LLC,MOH-F-1000173,AL SHARQ STREET,"QULAYA AREA, ALSHARQ STREET,SHARJAH",06-5619444,https://www.google.com/maps/search/?api=1&query=QULAYA%20AREA%2C%20ALSHARQ%20STREET%2CSHARJAH%2C%20Ajman%2C%20UAE,,,
1936,SHJ,SHJ,HOSPITAL,CENTRAL HOSPITAL LLC,MOH-F-1000023,SK.ZAYED ST.,"NEAR,CLOCK TOWAR SK.ZAYED ST.",06-5639900,https://www.google.com/maps/search/?api=1&query=NEAR%2CCLOCK%20TOWAR%20SK.ZAYED%20ST.%2C%20Ajman%2C%20UAE,,,
1937,SHJ,SHJ,HOSPITAL,ASTER HOSPITAL SHARJAH,MOH-F-1000659,AL QASIMI STREET,"BEHIND MEGA MALL, SHEIKH SAQR BIN KHALID AL QASIMI STREET, AL BU DANIQ, SHARJAH",04-4400500,https://www.google.com/maps/search/?api=1&query=BEHIND%20MEGA%20MALL%2C%20SHEIKH%20SAQR%20BIN%20KHALID%20AL%20QASIMI%20STREET%2C%20AL%20BU%20DANIQ%2C%20SHARJAH%2C%20Ajman%2C%20UAE,,,
1938,SHJ,SHJ,HOSPITAL,CITY SPECIALTY HOSPITAL L.L.C SP,MOH-F-1000595,AL TAAWUN ST,AL TAAWUN ST - AL KHAN - SHARJAH,06-5918888,https://www.google.com/maps/search/?api=1&query=AL%20TAAWUN%20ST%20-%20AL%20KHAN%20-%20SHARJAH%2C%20Ajman%2C%20UAE,,,
1939,SHJ,SHJ,HOSPITAL,DAR AL KAMAL HOSPITAL,MOH-F-1000664,AL SHARQ ST,AL SHARQ ST - AL FISHT - AL HEERAH SUBURB - SHARJAH,06-5997777,https://www.google.com/maps/search/?api=1&query=AL%20SHARQ%20ST%20-%20AL%20FISHT%20-%20AL%20HEERAH%20SUBURB%20-%20SHARJAH%2C%20Ajman%2C%20UAE,,,
1940,SHJ,SHJ,PHARMACY,HAMAD AL MUMAYAZAH PHARMACY LLC,MOH-F-5000692,AL SHARQAN,"AL SHARQAN EXTENSION- SHARJAH,UAE",06-5238054,https://www.google.com/maps/search/?api=1&query=AL%20SHARQAN%20EXTENSION-%20SHARJAH%2CUAE%2C%20Ajman%2C%20UAE,,,
1941,SHJ,SHJ,PHARMACY,ZAMZAM PHARMACY LLC SHARJAH,MOH-F-5000149,SHARJAH,"NATIONAL PAINTS KALBA ROAD, SHARJAH",06-537141,https://www.google.com/maps/search/?api=1&query=NATIONAL%20PAINTS%20KALBA%20ROAD%2C%20SHARJAH%2C%20Ajman%2C%20UAE,,,
1942,SHJ,SHJ,PHARMACY,BAIT AL SHIFA PHARMACY,MOH-F-5000370,SHARJAH,"NATIONAL PAINT, MUWAILEH AREA,PB:35872",06-5611891,https://www.google.com/maps/search/?api=1&query=NATIONAL%20PAINT%2C%20MUWAILEH%20AREA%2CPB%3A35872%2C%20Ajman%2C%20UAE,,,
1943,SHJ,SHJ,PHARMACY,BURJEEL SPECIALTY HOSPITAL PHARMACY,MOH-F-5000837,AL FAHYA,"KUWAIT STREET, NEAR AL FAYHA PARK, SHARJAH",06-5075010,https://www.google.com/maps/search/?api=1&query=KUWAIT%20STREET%2C%20NEAR%20AL%20FAYHA%20PARK%2C%20SHARJAH%2C%20Ajman%2C%20UAE,,,
1944,SHJ,SHJ,PHARMACY,AL SAMA PHARMACY LLC,MOH-F-5000117,AL QASSEMIYA,"SHOP NO. 4, NEAR CITY BANK, ANAS BIN MUATAH STREET, GROUND FLOOR, AL QASSEMIYA, SHARJAH - U.A.E.",06-5508820,https://www.google.com/maps/search/?api=1&query=SHOP%20NO.%204%2C%20NEAR%20CITY%20BANK%2C%20ANAS%20BIN%20MUATAH%20STREET%2C%20GROUND%20FLOOR%2C%20AL%20QASSEMIYA%2C%20SHARJAH%20-%20U.A.E.%2C%20Ajman%2C%20UAE,,,
1945,SHJ,SHJ,PHARMACY,AL SANA PHARMACY LLC,MOH-F-5000396,AL QASSEMIYA,"SHOP NO. 2 & 3, SYED PLAZA BUILDING, AL QASSIMIYA STREET, AL MAHATTA AREA, OPPOSITE OF MEGA MALL SHARJAH – U.A.E.",06-5731610,https://www.google.com/maps/search/?api=1&query=SHOP%20NO.%202%20%26%203%2C%20SYED%20PLAZA%20BUILDING%2C%20AL%20QASSIMIYA%20STREET%2C%20AL%20MAHATTA%20AREA%2C%20OPPOSITE%20OF%20MEGA%20MALL%20SHARJAH%20%E2%80%93%20U.A.E.%2C%20Ajman%2C%20UAE,,,
1946,SHJ,SHJ,PHARMACY,HEALTH CARE PHARMACY LLC,MOH-F-5000241,KALBAH,"GROUND FLOOR, SHARJAH COOPERATIVE SOCIETY BUILDING, SHARAH ABOOBACKER STREET, KALBAH INDUSTRIAL AREA, SHARJAH - U.A.E.",09 2772394,https://www.google.com/maps/search/?api=1&query=GROUND%20FLOOR%2C%20SHARJAH%20COOPERATIVE%20SOCIETY%20BUILDING%2C%20SHARAH%20ABOOBACKER%20STREET%2C%20KALBAH%20INDUSTRIAL%20AREA%2C%20SHARJAH%20-%20U.A.E.%2C%20Ajman%2C%20UAE,,,
1947,SHJ,SHJ,PHARMACY,NAJMAT MUWAILEH PHARMACY LLC,MOH-F-5000631,AL WATANIYA,"SHOP NO. 1, BLDG. NO 2986, AL WATANYAH REAL ESTATE, MEHTA BUILDING, OPPOSITE NESTO HYPERMARKET, NEAR BUFFALO RESTAURANT, COMMERCIAL INDUSTRIAL AREA, MUWAILEH SHARJAH - U.A.E.",06-5220260,https://www.google.com/maps/search/?api=1&query=SHOP%20NO.%201%2C%20BLDG.%20NO%202986%2C%20AL%20WATANYAH%20REAL%20ESTATE%2C%20MEHTA%20BUILDING%2C%20OPPOSITE%20NESTO%20HYPERMARKET%2C%20NEAR%20BUFFALO%20RESTAURANT%2C%20COMMERCIAL%20INDUSTRIAL%20AREA%2C%20MUWAILEH%20SHARJAH%20-%20U.A.E.%2C%20Ajman%2C%20UAE,,,
1948,SHJ,SHJ,PHARMACY,AL WAAD PHARMACY,MOH-F-5000336,AL QASIMI STREET,"SHEIK KHALID BIN MOHAMMED AL QASIMI STREET, SHOP NO 1,NEAR SIGNAL, KHORFAKKAN, SHARJAH.",09-2370070,https://www.google.com/maps/search/?api=1&query=SHEIK%20KHALID%20BIN%20MOHAMMED%20AL%20QASIMI%20STREET%2C%20SHOP%20NO%201%2CNEAR%20SIGNAL%2C%20KHORFAKKAN%2C%20SHARJAH.%2C%20Ajman%2C%20UAE,,,
1949,SHJ,SHJ,PHARMACY,AL AMANI PHARMACY,MOH-F-5001017,KHORFAKKAN,"SHEIK KHALID BIN MOHAMMED AL QASIMI STREET, HATIN, KHORFAKKAN , SHARJAH.",09-2383875,https://www.google.com/maps/search/?api=1&query=SHEIK%20KHALID%20BIN%20MOHAMMED%20AL%20QASIMI%20STREET%2C%20HATIN%2C%20KHORFAKKAN%20%2C%20SHARJAH.%2C%20Ajman%2C%20UAE,,,
1950,SHJ,SHJ,PHARMACY,AL QADSYAH PHARMACY L.L.C,MOH-F-5000331,KHORFAKKAN,"SHARJAH INTERNATIONAL CHARITY BUILDING, SHOP NO 4, AL QADISIYA, KHORFAKKAN , SHARJAH.",09-2373800,https://www.google.com/maps/search/?api=1&query=SHARJAH%20INTERNATIONAL%20CHARITY%20BUILDING%2C%20SHOP%20NO%204%2C%20AL%20QADISIYA%2C%20KHORFAKKAN%20%2C%20SHARJAH.%2C%20Ajman%2C%20UAE,,,
1951,SHJ,SHJ,PHARMACY,AL SHALAL PHARMACY,MOH-F-5001016,KHORFAKKAN,"SHEIKH KHALID BIN MOHAMMED AL QASIMI ST OPPOSITE TO AL DIWAN NEAR TO ADCB BANK / TAS-HEEL - KHORFAKKAN, SHARJAH.",09-2383391,https://www.google.com/maps/search/?api=1&query=SHEIKH%20KHALID%20BIN%20MOHAMMED%20AL%20QASIMI%20ST%20OPPOSITE%20TO%20AL%20DIWAN%20NEAR%20TO%20ADCB%20BANK%20/%20TAS-HEEL%20-%20KHORFAKKAN%2C%20SHARJAH.%2C%20Ajman%2C%20UAE,,,
1952,SHJ,SHJ,PHARMACY,SHIFA AL JAZEERAH CENTER PHARMACY LLC SHJ BR,MOH-F-5001064,MUWAILEH,"SHIFA AL RABEE MEDICAL CENTRE BUILDING,2609,GROUND FLOOR,MUWAILEH COMMERCIAL,INDUSTRIAL AREA,BUS STATION ROAD, MUWAILEH INDUSTRIAL AREA COMMERCIAL SHJ,SHARJAH,UAE",06-5347730,https://www.google.com/maps/search/?api=1&query=SHIFA%20AL%20RABEE%20MEDICAL%20CENTRE%20BUILDING%2C2609%2CGROUND%20FLOOR%2CMUWAILEH%20COMMERCIAL%2CINDUSTRIAL%20AREA%2CBUS%20STATION%20ROAD%2C%20MUWAILEH%20INDUSTRIAL%20AREA%20COMMERCIAL%20SHJ%2CSHARJAH%2CUAE%2C%20Ajman%2C%20UAE,,,
1953,SHJ,SHJ,PHARMACY,AL MUSALLA PHARMACY,MOH-F-5000184,ROLLA,"AL MUSALLA PHARMACY, SHAIKH ABDULLAH ALI AL MAHMOUD BUILDING, OPPOSITE AL ZAHRA HOSPITAL, NEAR AL MUSALLA PARK, AL ZAHRA STREET, ROLLA, SHARJAH, U A E",06-5616136,https://www.google.com/maps/search/?api=1&query=AL%20MUSALLA%20PHARMACY%2C%20SHAIKH%20ABDULLAH%20ALI%20AL%20MAHMOUD%20BUILDING%2C%20OPPOSITE%20AL%20ZAHRA%20HOSPITAL%2C%20NEAR%20AL%20MUSALLA%20PARK%2C%20AL%20ZAHRA%20STREET%2C%20ROLLA%2C%20SHARJAH%2C%20U%20A%20E%2C%20Ajman%2C%20UAE,,,
1954,SHJ,SHJ,PHARMACY,SAIFZONE PHARMACY,MOH-F-5000253,SHARJAH,"AIRPORT FREE ZONE F2 42A,F2-42B,SHARJAH",06-5578560,https://www.google.com/maps/search/?api=1&query=AIRPORT%20FREE%20ZONE%20F2%2042A%2CF2-42B%2CSHARJAH%2C%20Ajman%2C%20UAE,,,
1955,SHJ,SHJ,PHARMACY,RUKN AL SALAM PHARMACY,MOH-F-5000679,SHARJAH,"UNIT 14, AL MUBARAK HYPERMARKET BUILDING, SHARJAH INDUSTRIAL AREA 3",06-5213535,https://www.google.com/maps/search/?api=1&query=UNIT%2014%2C%20AL%20MUBARAK%20HYPERMARKET%20BUILDING%2C%20SHARJAH%20INDUSTRIAL%20AREA%203%2C%20Ajman%2C%20UAE,,,
1956,SHJ,SHJ,PHARMACY,AL AZHAR PHARMACY (SHARJAH),MOH-F-5000795,SHARJAH,"SAJJA,COPERATIVE SOCEITY",06-5352323/8007400,https://www.google.com/maps/search/?api=1&query=SAJJA%2CCOPERATIVE%20SOCEITY%2C%20Ajman%2C%20UAE,,,
1957,SHJ,SHJ,PHARMACY,NAJMAT SAHARA(NOVO),MOH-F-5000358,AL NAHDA AREA,"AL MAHA BUILDING, OPP. AL NAHDA PARK, AL NAHDA",06 5318334,https://www.google.com/maps/search/?api=1&query=AL%20MAHA%20BUILDING%2C%20OPP.%20AL%20NAHDA%20PARK%2C%20AL%20NAHDA%2C%20Ajman%2C%20UAE,,,
1958,SHJ,SHJ,PHARMACY,SALSABEEL RX(NOVO),MOH-F-5000136,SHARJAH,"TAMI -3 BUILDING, OPP. AL NAHDA PARK, AL NAHDA, SHARJAH",06 536 8988,https://www.google.com/maps/search/?api=1&query=TAMI%20-3%20BUILDING%2C%20OPP.%20AL%20NAHDA%20PARK%2C%20AL%20NAHDA%2C%20SHARJAH%2C%20Ajman%2C%20UAE,,,
