Index,P,PROVIDER TYPE,PROVIDER NAME,AREA,ADDRESS,TELEPHONE,lat,lon,formatted,confidence,attribution
1790,DXB,CLINIC,WELLCARE ADVANCED POLY CLINIC L.L.C (FORMERLY AL QUOZ CITY STAR POLYCLINIC),ALQUOZ STREET,"AL ROSTAMANI, AL QUOZ STREET, AL QUOZ 4, DUBAI, UAE",04-3285130,,,,verified,ox-alpha via OpenRouter
1791,DXB,CLINIC,DR REENA BEEGUM CLINIC LLC,DEIRA,"M07, MEZZENAINE FLOOR, ABOVE SNOW WHITE BUILDING, FISH ROUNDABOUT. DEIRA.",04-2240060,,,,verified,ox-alpha via OpenRouter
1792,DXB,CLINIC,DR. JOHN CLINIC (IMARA GR),"AL QUSAIS 1,","NAHDA ROAD, AL QUSAIS 1, DUBAI.",04-261 7176,,,,verified,ox-alpha via OpenRouter
1793,DXB,CLINIC,CLINICARE SAMARI (BR OF IMARA HEALTH CARE L.L.C)(IMARA GR),RAS AL KHORE,"RAS AL KHOR INDUSTRIAL 3, DUBAI",04-332 2682,,,,verified,ox-alpha via OpenRouter
1794,DXB,CLINIC,CLINICARE NAIF(BR OF IMARA HEALTH CARE L.L.C)(IMARA GR),DEIRA -NAIF,"NAIF, DUBAI",04-2617175,,,,verified,ox-alpha via OpenRouter
1795,DXB,CLINIC,COSMOPOLITAN MEDICAL CENTRE BURDUBAI(HNC GROUP),BUR DUBAI,"MEZZANINE FLOOR, AL FADHLANI BLDG, NEXT TO ASTORIA HOTEL, AL FAHIDI STREET, BUR DUBAI",04-3257457,,,,verified,ox-alpha via OpenRouter
1796,DXB,CLINIC,EMIRATES STAR MEDICAL CENTRE(HNC GROUP) AL QUOZ,AL QUOZ 2,"BEHIND AL KHAIL GATE-2, AL QUOZ INDUSTRIAL AREA-2, DUBAI, UNITED ARAB EMIRATES, P.O. BOX: 390639",04-346 8861,,,,verified,ox-alpha via OpenRouter
1797,DXB,CLINIC,COSMOPOLITAN MEDICAL CENTRE LLC- MAMZAR BR.(HNC GROUP),DEIRA ABU HAIL,"MEZZANINE FLOOR 01 & 02, DAR AL WUHEIDA BLDG, WUHEIDA ROAD, ABU HAIL, DEIRA",04-2687272,,,,verified,ox-alpha via OpenRouter
1798,DXB,CLINIC,APPLE CLINIC LLC  ( FRANCE CLUSTER ),INTERNATIONAL CITY,"FRANCE CLUSTER P 03,INTERNATIONAL CITY,",04-4227533,,,,verified,ox-alpha via OpenRouter
1799,DXB,CLINIC,APPLE INTERNATIONAL POLYCLINIC  ( GREECE  CLUSTER),INTERNATIONAL CITY,"GREECE CLUSTER K14,INTERNATIONAL CITY,",04-2776211,,,,verified,ox-alpha via OpenRouter
1800,DXB,CLINIC,GRAND INFINITY MEDICAL CENTER LLC,MUHAISINAH,"AL QASSER BLDG ,MUHAISANAH",04-2515458,,,,verified,ox-alpha via OpenRouter
1801,DXB,CLINIC,DR. SIRAJUDEEN MEDICAL CENTRE,KARAMA,KARAMA,04 3345955,,,,verified,ox-alpha via OpenRouter
1802,DXB,CLINIC,DR.ISMAIL MEDICAL CENTRE-KARAMA,KARAMA,"SHEIKH MOHD BLDG, FLOOR # 1, FLAT # A7, KARAMA",04-3378585,,,,verified,ox-alpha via OpenRouter
1803,DXB,CLINIC,DR.ISMAIL MEDICAL CENTRE AL QUOZ,AL QUOZ,"AWQAF BUILDING NO. 2, OPPOSITE ETA CAMP, GROUND FLOOR, FLAT # 1, ALQOUZ II",04-3381550,,,,verified,ox-alpha via OpenRouter
1804,DXB,CLINIC,DR.ISMAIL MEDICAL CENTRE-MUHAISINAH II  (BRANCH),MUHAISNA,"AL ABBAR BULDING, NEAR MANGO HYPERMARKET, GROUND FLOOR, FLAT # 1, MUHAISINAH II (SONAPUR)",04-2646529,,,,verified,ox-alpha via OpenRouter
1805,DXB,CLINIC,DR.ISMAIL NEW POLYCLINIC(DISCOVERY GARDEN ),DISCOVERY GARDENS,"ZEN CLUSTER 3, OPP CHELEA TOWER HOTEL, GRAND MIDWEST HOTEL BUILDING,GROUND FLOOR, FLAT 6 - 7, JEBEL ALI AREA, DISCOVERY GARDEN",04-4494087,,,,verified,ox-alpha via OpenRouter
1806,DXB,CLINIC,DR.ABDULLA'S CLINIC,AL QUSAIS IND AREA,AL QUSAIS IND AREA 5,04-2388778,,,,verified,ox-alpha via OpenRouter
1807,DXB,CLINIC,AL AMAN MEDICAL CENTRE LLC,AL  KARAMA,KANOO GROUP BUILDING - 201 - NEXT TO ADCB METRO - AL KARAMA - DUBAI,04-2288490,,,,verified,ox-alpha via OpenRouter
1808,DXB,CLINIC,BLUEBELL MEDICAL CENTRE,KARAMA,"BLUEBELL MEDICAL CENTRE,3RD FLOOR,SUIT NO.306,AL ATTAR BUSINESS CENTRE,NEAR ADCB METROSTATION,KARAMA, DUBAI,P.O.BOX: 122137",04-3426565,,,,verified,ox-alpha via OpenRouter
1809,DXB,CLINIC,AXON MEDICA MEDICAL CENTER-GARDENS,DISCOVERY GARDENS,"THE GARDENS, GFA 8, GROUND FLOOR,JABEL ALI",04-2859880,,,,verified,ox-alpha via OpenRouter
1810,DXB,CLINIC,AXON MEDICA POLYCLINIC -AL RASHIDIYA,RASHIDIYA-POLICE STATION,"RASHIDIYA CENTRAL MARKET , UNION CO -OPERATIVE BUILDING, NEXT TO AL RASHIDIYA POLICE STATION,",04-2859880,,,,verified,ox-alpha via OpenRouter
1811,DXB,CLINIC,AVIVO GR-AL BARSHA CLINIC,AL QUOZ,"BIN GHALEITHA BLDG, INTERCHANGE 3, AL QUOZ, DUBAI PO BOX 45491",04-347 8285,,,,verified,ox-alpha via OpenRouter
1812,DXB,CLINIC,AVIVO GR-DOCTOR'S CLINIC,DEIRA -BANIYAS SQUARE,"FLAT 206, AL NASSER SQUARE ( BANIYAS SQUARE) DEIRA, DUBAI",04-224 6688,,,,verified,ox-alpha via OpenRouter
1813,DXB,CLINIC,AVIVO GR-MUHAISNA SPECIALISTS MEDICAL CENTRE,AL MUHAISINAH,"1026 , SULTAN BUILDING. AL MUHAISNA, DUBAI PO BOX. 45491",04-264 4155,,,,verified,ox-alpha via OpenRouter
1814,DXB,CLINIC,AL SHAAB MEDICAL CENTRE-ASTER,DEIRA -HOR AL ANZ,"OPP: TALAL SUPERMARKET, NEAR AL SHAAB COLONY, HOR AL ANZ, DEIRA, DUBAI",04-2970870,,,,verified,ox-alpha via OpenRouter
1815,DXB,CLINIC,DR MOOPENS MEDICAL CENTRE KARAMA BR-ASTER,KARAMA,"AL SHEROUQ BUILDING,KARAMA,DUBAI,UAE",04-3374767,,,,verified,ox-alpha via OpenRouter
1816,DXB,CLINIC,DR.MOOPEN'S AL QUOZ MEDICAL CENTRE-ASTER,AL QUOZ 1,"NEAR OLD GRAND MALL, AL QOUZ INDUSTRIAL AREA 1, DUBAI, UAE",04-3387871,,,,verified,ox-alpha via OpenRouter
1817,DXB,CLINIC,SALEEM POLYCLINIC-ASTER,SATWA,"NEAR SATWA BIG MASJID, DUBAI, U.A.E",04-3495353,,,,verified,ox-alpha via OpenRouter
1818,DXB,CLINIC,ASTER MEDICAL CENTRE - ABUHAIL,DEIRA -HOR AL ANZ EAST,"SHEIKH SUHAIL BUILDING, GROUND FLOOR, SHOP NUMBER 2, 24 STREET, HOR AL ANZ (EAST)",04-2692785,,,,verified,ox-alpha via OpenRouter
1819,DXB,CLINIC,ASTER MEDICAL CENTRE AL QUSAISE(BR OF DM),DAFZA,"NEAR DAFZA METRO STATION ,BEHIND ASTER MEDICAL PHARMACY",04-2632202,,,,verified,ox-alpha via OpenRouter
1820,DXB,CLINIC,ASTER GP  CLINIC BUR DUBAI BR OF DM HEALTHCARE LLC,BUR DUBAI -AL GHUBAIBA,"SOUK AL KABEER BUILDING, GROUND FLOOR , NEXT TO BUS STATION , BUDUBAI",04-3527300,,,,verified,ox-alpha via OpenRouter
1821,DXB,CLINIC,ACCESS CLINIC - PERSIA (BR.DM),INTERNATIONAL CITY- PERSIA,"SHOP NO.10, INTERNATIONAL CITY PERSIA N04 BUILDING,",04-5520139,,,,verified,ox-alpha via OpenRouter
1822,DXB,CLINIC,ACCESS CLINIC SONAPUR 2 (BR. OF  DM),SONAPUR-2,"DUBAI MUNICIPALITY BUILDING, FLOOR NO 1, SHOP NO 04, MUHAISINA 2, SONAPUR,",04-2637279,,,,verified,ox-alpha via OpenRouter
1823,DXB,CLINIC,ACCESS CLINIC DIP 2,DIP -2,"KADRIS MALL, GROUND FLOOR, SHOP NO. 7, DUBAI INVESTMENT PARK 2, JABEL ALI, MAJELAN AL MADEENA SUPERMARKET, DIP2",04-8833028,,,,verified,ox-alpha via OpenRouter
1824,DXB,CLINIC,ASHTREE CLINIC LLC,AL FAHIDI STREET,"M02, AMWAJ BUILDING, AL FAHIDI STREET, DUBAI, UAE",04-5770793,,,,verified,ox-alpha via OpenRouter
1825,DXB,CLINIC,ANAYA MEDICAL CENTRE LLC,JEBEL ALI,"CRYSTAL MALL , JABELALI-1 , DUBAI",04-2341479,,,,verified,ox-alpha via OpenRouter
1826,DXB,CLINIC,AL NOOR SOUTH POLYCLINIC DWC LLC (FORMERLY AL SHIFA AL UROPI MEDICAL CENTER DWC LLC),PARK PODIUM DUBAI DWC,"B3 THE PULSE RESIDENCE PARK PODIUM,DUBAI SOUTH,MADINAT AL MATAAR",04-5759111,,,,verified,ox-alpha via OpenRouter
1827,DXB,CLINIC,AL SHIFA AL KHALEEJI MEDICAL CENTRE BRANCH LLC (DIP),DIP 1,"BAYAN BUSINESS CENTRE, DUBAI INVESTMENT PARK-1, DUBAI, U.A.E",04-8800920,,,,verified,ox-alpha via OpenRouter
1828,DXB,CLINIC,SONAPUR STAR POLYCLINIC L.L.C (FORMERLY AL QUSAIS STAR POLYCLINIC (BRANCH)),MUHAISNAH - 2,"20TH STREET, MUHAISNAH - 2, OPP. PATHAN RESTAURANT, NEAR GOLEN JUBILEE SUPERMARKET, DUBAI-UAE",04-5488684,,,,verified,ox-alpha via OpenRouter
1829,DXB,CLINIC,ABEER AL NOOR POLY CLINIC (AL QUSAIS),AL QUSAIS,"SHOP NO 2;BU HUSSAIN BLDG,GROUND FLOOR,AL QUSAIS",04-2612280,,,,verified,ox-alpha via OpenRouter
1830,DXB,CLINIC,ABEER AL NOOR POLY CLINIC-MUHAISNAH 2,MUHAISNA-2,"SUITE NO.6&31,GROUND FLOOR MUSTHAFA MALL,MUHAISNAH 2",04-2729966,,,,verified,ox-alpha via OpenRouter
1831,DXB,CLINIC,ABEER AL NOOR POLY CLINIC LLC-DEIRA (BR),DEIRA -BEHIND AL FUTTAIM MASJID,"BEHIND AL FUTTAIM MASJID ,NEAR DELHI RESTAURANT ,18TH STREET ,FRIJ MURAR,DEIRA",04-2428849,,,,verified,ox-alpha via OpenRouter
1832,DXB,CLINIC,ADVANCED CARE MEDICAL CENTER-AL QUOZ-(ADVANCED GROUP),AL QUOZ 3,"FAKHRUDDIN BUILDING, BEHIND NATIONAL CEMENT FACTORY, INDUSTRIAL AREA-3, AL QUOZ, DUBAI - UAE",04-3397664,,,,verified,ox-alpha via OpenRouter
1833,DXB,CLINIC,CARE PLUS MEDICAL CENTER-JABEL ALI-(ADVANCED GROUP),JEBEL ALI,"WQAF BUILDING, ABOVE UAEXCHANGE CENTER,JEBEL ALI INDUSTRIAL AREA 1, JEBEL ALI, DUBAI - UAE",04-3397664,,,,verified,ox-alpha via OpenRouter
1834,DXB,CLINIC,ADVANCED CARE MEDICAL CENTER (BRANCH)-DIP-(ADVANCED GROUP),DIP,"SHOP NO : 5, NASSEM AL MADINA SUPER MARKET BULIDING, PHASE 2, DUBAI INVESTMENT PARK, JEBEL ALI, DUBAI - UAE",04-3397664,,,,verified,ox-alpha via OpenRouter
1835,DXB,CLINIC,ADVANCED CARE MEDICAL CENTER (BRANCH)(ADVANCED GROUP),MUHAISINA,"SHOP NO : 22, FIRST FLOOR, SHAKLAN HYPERMARKET 2, 32A STREET, NEAR AL QUASIS BUS STATION 5, MUHAISNA",04-2636800,,,,verified,ox-alpha via OpenRouter
1836,DXB,CLINIC,ADVANCED CARE MEDICAL CENTER BRANCH- DIC (ADVANCE CARE- GROUP),DIC,"SOUQ NO :4, SHOP NUMBER : 4 & 5, SEIHSHOWEB 4, LABOUR CITY 3, DUBAI INDUSTRIAL CITY, DUBAI - UAE",04-3807807,,,,verified,ox-alpha via OpenRouter
1837,DXB,CLINIC,RALS HEALTHCARE (BR OF ABD ULWAHED BIN SHABIB INVESTMENT GROUP L.L.C),AL MUSSALLA TOWERS,"AWS FAMILY RESIDENCE,18, 57 STREET,JEBEL ALI INDUSTRIAL 1, JEBEL ALI, DUBAI",04-2275777,,,,verified,ox-alpha via OpenRouter
1838,DXB,CLINIC,AL FAHIM  CLINIC,DEIRA,"DEIRA,DXB",04-2267157,,,,verified,ox-alpha via OpenRouter
1839,DXB,CLINIC,GUADALOUPE MEDICAL CLINIC L.L.C POLYCLINIC(FORMERLY INDIGO MEDICAL CLINIC L.L.C),SALAH AL DIN STREET,"AL MUTEENA TECHNIC BUILDING,7TH FLOOR,SALAH AL DIN STREET,DEIRA,DUBAI,U.A.E",052-2078651,,,,verified,ox-alpha via OpenRouter
1840,DXB,CLINIC,NEW MEDICAL CENTER LTD - DUBAI BRANCH(FORMERLY NEW MEDICAL CENTRE ( DEIRA)),HOR AL ANZ,"OPPOSITE ABU HAIL METRO STATION ,HOR AL ANZ,NEW AL SAFIYA BUILDING,DEIRA",04-2339939,,,,verified,ox-alpha via OpenRouter
1841,DXB,CLINIC,KEERTHI MEDICAL CENTER LLC,KARAMA,"ALATTAR BUSINESS CENTER,110,112, KARAMA, DUBAI",04-3344256,,,,verified,ox-alpha via OpenRouter
1842,DXB,CLINIC,AMIRUDDIN CLINIC,DEIRA,"34A ST, HOR AL ANZ - DEIRA, DUBAI,UAE",04-2691515,,,,verified,ox-alpha via OpenRouter
1843,DXB,CLINIC,XIE HE MEDICAL CENTER LLC,WARSAN ,"INTERNATIONAL CITY ,CHINA CLUSTER, A12 BUILDING WARSAN FIRST",04-4233055,,,,verified,ox-alpha via OpenRouter
1844,DXB,CLINIC,LLH MEDICAL CENTER LLC (BRANCH),DIP 2,"UNIT NUMBER : SHOP 1 (ROOF FLOOR), THE TOWN MALL, DIP 2, PO BOX-21116, DUBAI",04-6126066,,,,verified,ox-alpha via OpenRouter
1845,DXB,CLINIC,NOOM MEDICAL CLINIC LLC,INDUSTRIAL CITY," SHOP NO 1 , TALAL HYPERMARKET BUILDING, DUBAI INDUSTRIAL CITY , DUBAI , UAE",04-5693338,,,,verified,ox-alpha via OpenRouter
1846,DXB,CLINIC,MBM SPECIALITY MEDICAL CENTER LLC,AL MURAQQABAT ST,"MEZZANINE FLOOR (M18), AL DAR BUILDING, AL MURAQQABAT ST , DEIRA, DUBAI",04-2364701,,,,verified,ox-alpha via OpenRouter
1847,DXB,CLINIC,ZMC HEALTH CLINIC LLC,AL KHAIL,"B28 AL SHOWAIB REAL ESTATE, AL QUOZ 1 FIRST AL KHAIL ROAD,DXB",04-2674685,,,,verified,ox-alpha via OpenRouter
1848,DXB,CLINIC,BLOOM PLUS POLY CLINIC LLC,INTERNATIONAL CITY,"R23, FRANCE CLUSTER, INTERNATIONAL CITY, DUBAI,UAE",04-5656070,,,,verified,ox-alpha via OpenRouter
1849,DXB,CLINIC,GRAND DR ISMAIL POLYCLINIC L.L.C,ABU HAIL,"JSCOM GRAND RESIDENCE, SHOP NO 3, NEAR CANADIAN SPECIALIST HOSPITAL, 28TH STREET, ABU HAIL, DUBAI, U.A.E",04-3706200,,,,verified,ox-alpha via OpenRouter
1850,DXB,CLINIC,STEPS POLY CLINIC L.L.C,AL NAHDA,"AL NAHDA SECOND,DUBAI,UAE",04-5230500,,,,verified,ox-alpha via OpenRouter
1851,DXB,CLINIC,AFRIDI MEDICAL CENTER L.L.C,MUHSINAH 2,"SHOP NO-2, 13B SONAPUR, NEST TO AL ANSARI EXCHANGE, MUHSINAH-2, DUBAI, U.A.E",04-2711802,,,,verified,ox-alpha via OpenRouter
1852,DXB,CLINIC,WE CARE MEDICAL CENTER L.L.C,AL KARAMA,"NEAR ANSAR GALLERY, HAMSAH A BUILDING, KHALID BIN AL WALEED ROAD, AL KARAMA, DUBAI - UAE",04-2611061,,,,verified,ox-alpha via OpenRouter
1853,DXB,CLINIC,AL BAYAN MEDICAL CENTER L.L.C,NAIF STREET,"102, 103,104, KAMALI BUILDING, NAIF STREET, AL MURAR AREA, DEIRA, DUBAI, UAE",04-2719008,,,,verified,ox-alpha via OpenRouter
1854,DXB,CLINIC,AL RUKN MEDICAL CENTER LLC DUBAI BRANCH,JEBEL ALI ,"CIG MALL ,JEBEL ALI ,INDUSTRIAL AREA,DUBAI",050-9239583,,,,verified,ox-alpha via OpenRouter
1855,DXB,CLINIC,GOOD LIFE MEDICAL CENTER L.L.C,MUHAISNAH,"SONAPUR BUILDING, 28TH STREET, MUHAISNAH SECOND, MUHAISNAH, DUBAI, U.A.E",04-5587617,,,,verified,ox-alpha via OpenRouter
1856,DXB,CLINIC,MARHABA MEDICAL CENTRE,NAIF,"SUNSHINE BUILDING - 2, FISH R/A, NAIF DUBAI,UAE",04-2224844,,,,verified,ox-alpha via OpenRouter
1857,DXB,CLINIC,SAFA ALNOOR POLYCLINIC LLC,DUBAI INDUSTRIAL CITY,"SAIH SHUHAIB 3, LV2 C5,DUBAI INDUSTRIAL CITY (DIC),DUBAI",056-4087542,,,,verified,ox-alpha via OpenRouter
1858,DXB,CLINIC,ALDIA MEDICAL CENTER,DEIRA,"103- AWADH BUILDING, 34A STREET, ABUBABKAR ROAD, NEAR UNITED HYPERMARKET, DEIRA,DUBAI,UAE",04-3203207,,,,verified,ox-alpha via OpenRouter
1859,DXB,CLINIC,BEST LIFE GENERAL CLINIC L.L.C,MUHAISNAH 2,"GALADARI BROTHERS STAFF ACCOMODATION - SHOP 1, MUHAISNAH 2,DUBAI,UAE",04-8831595,,,,verified,ox-alpha via OpenRouter
1860,DXB,CLINIC,PESHAWAR MEDICAL CENTER L.L.C- INTERNATIONAL CITY,ENGLAND CLUSTER BUILDING,"INTERNATIONAL CITY, ENGLAND CLUSTER BUILDING Z05",052-4244416,,,,verified,ox-alpha via OpenRouter
1861,DXB,CLINIC,CITY RELIEF EXPRESS GROUP CLINIC,DEIRA,"DEIRA, DUBAI,UAE",04-2246566,,,,verified,ox-alpha via OpenRouter
1862,DXB,CLINIC,SHAMS AL AHALIA MEDICAL CENTER,AL KARAMA,"GROUND FLOOR, AL WASL BUILDING(R507), NEAR TO EMIRATES POST- DUBAI CENTRAL POST OFFICE & ENOC PETROL STATION, 19TH STREET, AL KARAMA, DUBAI, UAE",04-3745222,,,,verified,ox-alpha via OpenRouter
1863,DXB,CLINIC,MUMTAZ AL NOOR EXPRESS PHARMACY L.L.C  (GP CLINIC),AL BARAHA,"SHOP 3, SULTAN BLDG, 6 STREET 30, AL BARAHA, DUBAI, UAE",04-2350018,,,,verified,ox-alpha via OpenRouter
1864,DXB,CLINIC,MEDHUB MEDICAL CENTER L.L.C,JEBEL ALI IND 2,"SHOP NO:- 23, FIRST FLOOR, THE AB MALL, JEBEL ALI INDUSTRIAL AREA 2 - DUBAI, UAE",054-7336363,,,,verified,ox-alpha via OpenRouter
1865,DXB,CLINIC,GREEN LIFE MEDICAL CLINIC,JUMEIRAH 1,"JUMEIRAH 1, DUBAI, UAE",058-5847841,,,,verified,ox-alpha via OpenRouter
1866,DXB,CLINIC,AL NOOR POLYCLINIC L.L.C (BRANCH),ALMUTTENA STREET,"GROUND FLOOR, BUILDING NO:1084 SHOP NO:3 PO BOX: 26160 MASAKEN AL MUTEENA STREET, DEIRA, DUBAI, UNITED ARAB EMIRATES",04-5526101,,,,verified,ox-alpha via OpenRouter
1867,DXB,CLINIC,HEAVEN MEDICAL CENTRE L.L.C,JUMEIRAH 3,"VILLA 504B JUMEIRA ST - JUMEIRAH - JUMEIRAH 3, DUBAI, UAE",04-3880006,,,,verified,ox-alpha via OpenRouter
1868,DXB,CLINIC,SEVEN DENTAL CENTRE L.L.C,JUMEIRAH 3,"VILLA 506-B, AL NESSNASS STREET - 508A JUMEIRA ST - JUMEIRAH -3, DUBAI, UAE",04-3952177,,,,verified,ox-alpha via OpenRouter
1869,DXB,CLINIC,NAJMAT ALSAQR CLINIC L.L.C,AL QUSAIS 4,"SHOPE.NO 7,GHAYETH BUILDING, AL QUSAIS 4, DUBAI, UAE",04-2658607,,,,verified,ox-alpha via OpenRouter
1870,DXB,CLINIC,ABRO CLINIC L.L.C,AL NAHDA 2,"AHALI HOUSE C, OFF: 502, AL NADHA 2, DUBAI",04-3353755,,,,verified,ox-alpha via OpenRouter
1871,DXB,CLINIC,CRX EXPRESS CLINIC L.L.C,JABEL ALI,"WASL GATE, JABEL ALI,DUBAI,UAE",058-5961144,,,,verified,ox-alpha via OpenRouter
1872,DXB,CLINIC,NAIF MEDICAL CENTER,NAIF ROAD,"FLAT 104, 1ST FLOOR, ABDULLA HUSSAIN, LOOTAH BUILDING,NAIF ROAD, DEIRA, DUBAI, UAE",04-2712706,,,,verified,ox-alpha via OpenRouter
1873,DXB,CLINIC,DRONCALL HOME HEALTH CARE CENTER L.L.C,BUSSINESS BAY,"9TH FLOOR ,CRYSTAL TOWER , BUSINESS BAY ,NEAR DUBAI MALL ,DXB,UAE",02-6730950,,,,verified,ox-alpha via OpenRouter
1874,DXB,CLINIC,ELISTERMED POLYCLINIC L.L.C,AL OUSAIS,"AL NOOR BUILDING, AL QUSAIS,INDUSTRIAL AREA 3,DUBAI",04-5529935,,,,verified,ox-alpha via OpenRouter
1875,DXB,CLINIC,ELISTERMED PHARMACY L.L.C,AL OUSAIS,"AL NOOR BUILDING, AL QUSAIS,INDUSTRIAL AREA 3,DUBAI",04-5529951,,,,verified,ox-alpha via OpenRouter
1876,DXB,CLINIC,CARE 7 MEDICAL CENTER LLC ,INTERNATIONL CITY,"SHOP 1,2 CBD-D02 BUILDING,INTERNATIONAL CITY ,DUBAI,UAE",04-5521433,,,,verified,ox-alpha via OpenRouter
1877,DXB,CLINIC,PARADISE PLUS POLY CLINIC LLC(BRANCH),DIP 2,"PARK BAZAAR BUILDING STREET 40, DIP2 - DUBAI - UAE",04-2852454,,,,verified,ox-alpha via OpenRouter
1878,DXB,CLINIC,JAVIDA MEDICAL CENTER L.L.C,RAS AL KHOR,"SHOWROOM 1 & 2, AMA COMMERCIAL BUILDING, 311 AL AWIR ROAD, RAS AL KHOR INDUSTRIAL AREA 3, RAS AL KHOR, DUBAI, UAE",04-3477870,,,,verified,ox-alpha via OpenRouter
1879,DXB,CLINIC,SHIELD MEDICAL CENTER-L.L.C-O.P.C,DUBAI SILICON OASIS,"DUBAI SILICON OASIS,INSIDE UNION COOP BASEMENT ",058-5893366,,,,verified,ox-alpha via OpenRouter
1880,DXB,CLINIC,SHIELD MEDICAL CENTER-DUBAI BRANCH,AL TWAR FIRST,"AL TWAR FIRST,INSIDE UNION COOP FIRST FLOOR",058-5817165,,,,verified,ox-alpha via OpenRouter
1881,DXB,CLINIC,SEHA AL NOOR CLINIC L.L.C,MUHAISNAH,"GROUND FLOOR ,HAMAD ABDUL KAREEM AL AREIF MOSQUE BUILDING ,2-1-1 , MUHAISNAH , DUBAI, UAE",04-5463333,,,,verified,ox-alpha via OpenRouter
1882,DXB,CLINIC,BRIGHT CARE CLINIC L.L.C,DIP 1,"GROUND FLOOR , AIKO HYPER MARKET , DIP1, DUBAI, UAE",04-8322330,,,,verified,ox-alpha via OpenRouter
1883,DXB,CLINIC,MOOPANS POLYCLINIC L.L.C,AL QUSAIS IND 5,"MOOPANS MALL,AL QUSAIS IND 5,DUBAI,UAE",04-3578100,,,,verified,ox-alpha via OpenRouter
1884,DXB,CLINIC,SIDRA HOME HEALTH CARE CENTER L.L.C,SHEIKH ZAYED,"OFFICE NO 61 - OASIS CENTRE, SHEIKH ZAYED,DUBAI,UAE",80074372,,,,verified,ox-alpha via OpenRouter
1885,DXB,CLINIC,ZAIN CURA MEDICAL CENTER LLC,AL RIGGA RD,"6TH FLOOR, AL GHURAIR CENTRE - AL RIGGA RD - DEIRA - DUBAI, UAE",04-5703423,,,,verified,ox-alpha via OpenRouter
1886,DXB,CLINIC,ROYAL SABA MEDICAL CLINIC,GREECE CLUSTER,"L#02, GREECE CLUSTER, INTERNATIONAL CITY, DUBAI, UAE",04-5807092,,,,verified,ox-alpha via OpenRouter
1887,DXB,CLINIC,IBN SINA MEDICAL CENTER,AL RIGGA,"AL OWAIS BUILDING, AL RIGGA, AL MURAKABAT, DUBAI, UAE",04-2221600,,,,verified,ox-alpha via OpenRouter
1888,DXB,CLINIC,NEEKO POLYCLINIC L.L.C,AL MANKHOUL,"102, FIRST FLOOR, MOSTAFAWI BUSINESS CENTER,NEAR SHARAF DG METRO STATION EXIT-1,AL MANKHOUL, DUBAI, UAE",04-3359025,,,,verified,ox-alpha via OpenRouter
1889,DXB,DAYCARE,ALOKA EYE CLINIC L.L.C (DAY SURGICAL CENTER),ALRAFFA,"GROUND FLOOR 3A, AL RAFAA C BUILDING, KUWAIT STREET, DUBAI",04-5466379,,,,verified,ox-alpha via OpenRouter
1890,DXB,DENTAL,DR SAI GANESH MEDICAL CENTRE L.L.C- DEIRA,DNATA DEIRA,"FALT#203,SAPPHIRE TOWER,NEAR DNATA (NEXT TO AL HABTOOR/MITSUBISHI, DEIRA), DUBAI, UAE",050-3066315,,,,verified,ox-alpha via OpenRouter
1891,DXB,DENTAL,SAI GANESH MEDICAL CENTRE L.L.C,DAMASCUS STREET,"SUITE NO. 106, AL FAHED 3, DAMASCUS STREET, AL QUSAIS, DUBAI ",04-2500017,,,,verified,ox-alpha via OpenRouter
1892,DXB,DENTAL,DR. SG POLY CLINIC CO. LLC,KARAMA,"CRYSTAL BUSINESS CENTRE BUILDING, FIRST FLOOR, OFFICE # 105, BESIDE ADCB BANK, NEAR ADCB METRO STATION, KARAMA.",04-2717500,,,,verified,ox-alpha via OpenRouter
1893,DXB,DENTAL,DR SAI GANESH MEDICAL CENTRE L.L.C- SATWA,SATWA,"DUNES CENTER, CLINIC # 201, 2ND DECEMBER STREET, SATWA, DUBAI",04-3570705,,,,verified,ox-alpha via OpenRouter
1894,DXB,DENTAL,SIKKA DENTAL CLINIC L.L.C,OUD METHA,"OFFICE 303, METHA PLAZA BUILDING - BLOCK B 18TH ST - OUD METHA - DUBAI",050-2229153,,,,verified,ox-alpha via OpenRouter
1895,DXB,DENTAL,SEVEN D MEDICAL CENTRE L.L.C,UMM SUQEIMUMM,"801 JUMEIRA ST - UMM SUQEIMUMM - SUQEIM 3, DUBAI, UAE",04-3952377,,,,verified,ox-alpha via OpenRouter
1896,DXB,DENTAL,SAKURA MEDICAL AND DENTAL CLINIC FZ-LLC,DUBAI HEALTHCARE CITY,"3004, BLOCK A, BUILDING NO.64, DUBAI HEALTHCARE CITY, PO BOX 124918, DUBAI, UAE ",04-4452875,,,,verified,ox-alpha via OpenRouter
1897,DXB,DIAGNOSTIC CENTRE,AIRIS IMAGING AND DIAGNOSTIC CENTRE LLC,AL NAHDA 1,"AL NAHDA 1, AMMAN STREET, OPP.NMC HOSPITAL, AL SHAMSI BUILDING, GROUND FLOOR",04-8525916,,,,verified,ox-alpha via OpenRouter
1898,DXB,DIAGNOSTIC CENTRE,MEDINOVA DIAGNOSTIC CENTER,BUR DUBAI,"NEAR AL FAHIDI METRO STATION, KHALID BIN AL WALEED ROAD, BURDUBAI",04-5090400,,,,verified,ox-alpha via OpenRouter
