SL_NO,EMIRATE,UAE_EMIRATE,PROVIDER_TYPE,PROVIDER_NAME,FACILITY_ID,AREA,ADDRESS,PHONE,GOOGLE_MAPS_LINK,WEBSITE,WHATSAPP,NOTES
MOH-F-5000788,SHJ,SHJ,PHARMACY,MODERN PHARMACY L.L.C - SHJ BR -BR 05,MOH-F-5000788,AL QASSIMI STREET,"IBO MEDICAL CENTER BUILDING,SHEIKH SALEM AL QASSIMI ST. AL QARAYEN – SHARJAH,UAE
",06-5180875,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000113,SHJ,SHJ,PHARMACY,MODERN PHARMACY L.L.C - SHJ BR -BR 06,MOH-F-5000113,AL RIQQA AREA,"SHARJAH COOPERATIVE SOCIETY,AL RIQQA AREA, SHARJAH,UAE
",06-5243214,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001149,SHJ,SHJ,PHARMACY,MODERN PHARMACY LLC SHJ BR BR-7,MOH-F-5001149,AL QASIMI STREET,"SW2 BUILDING -3114-KHALED BIN SULTAN AL QASIMI STREET-ALEF COMMUNITY,MUWEILAH COMMERCIAL-SHARJAH",06-5041200,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000703,SHJ,SHJ,PHARMACY,ABAQ AL NADA PHARMACY LLC,MOH-F-5000703,KHALIFA BIN ODAY STREET ,"AL BU DANIQ SHARJAH BUTANIA, KHALIFA BIN ODAY STREET,SHJ ",054-3905474,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000368,SHJ,SHJ,PHARMACY,AL SEHA AL KUBRA PHARMACY LLC,MOH-F-5000368,SHAHBA,"MARIAM BUILDING,SHAHBA AREA,BEHIND STREET WASIT, GROUND FLOOR,SHOP NO 13,SHARJAH",06-5721213,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001184,SHJ,SHJ,PHARMACY,MODERN FAMILY PHARMACY LLC SHJ BRANCH,MOH-F-5001184,"NEAR,ABUSHAGARA PARK","CITY TOWER BUILDING, NEAR,ABUSHAGARA PARK, ABUSHAGARA",056-4532332,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001185,SHJ,SHJ,PHARMACY,SADAF AL SAJAH PHARMACY,MOH-F-5001185,SAJAH INDUSTRIAL AREA,"AHMED AL MULLA BUILDING, FLAT NO-3,4 & 5, SAJAH INDUSTRIAL AREA,SAJAH,SHARJAH,UAE",06-7151998,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000527,SHJ,SHJ,PHARMACY,ORIANA PHARMACY LLC SOLE PROPRIETORSHIP,MOH-F-5000527,AL TAAWUN ST,"NEW AL TAAWUN RD, MANAZIL TOWER 2 - 1704, MUNAZIL - 2 AL TAAWUN ST - SHARJAH",06-5251000,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000941,SHJ,SHJ,PHARMACY,ORIANA PHARMACY L.L.C - SOLE PROPRIETORSHIP-BRANCH 1,MOH-F-5000941,AL TAAWUN ST,AL TAAWUN ST - AL KHAN - SHARJAH,06-5918888,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001059,SHJ,SHJ,PHARMACY,ORIANA PHARMACY LLC SOLE PROPRIETORSHIP BRANCH 2,MOH-F-5001059,AL QASIMI ST - AL GUOZ ,VILLA NO. 313 - SHEIKH KHALID BIN KHALID AL QASIMI ST - AL GOAZ - WASIT SUBURB - SHARJAH,06-5918889,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001045,SHJ,SHJ,PHARMACY,DAR AL KAMAL PHARMACY,MOH-F-5001045,AL SHARQ ST,"AL SHARQ ST - AL FISHT - AL HEERAH SUBURB - SHARJAH,UAE",06-5997777,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000939,SHJ,SHJ,PHARMACY,AL MATAR PHARMACY LLC,MOH-F-5000939,MUWEILAH,"AL SAUD BLOCK A BUILDING,NEAR COOPERATIVE SOCIETY,MUWEILAH COMMERCIAL,SHARJAH",06-557 9567,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001003,SHJ,SHJ,PHARMACY,RUKN AL RAFEAH PHARMACY LLC,MOH-F-5001003,"BEHIND RAMADA HOTEL,AL NAHDA","ABDULLA SHAIBA BLDG,BEHIND RAMADA HOTEL,AL NAHDA,SHARJAH ,UAE",06-557 9567,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001165,SHJ,SHJ,PHARMACY,DAR AL FARAJ PHARMACY LLC,MOH-F-5001165,MALIHA ROAD,"INDUSTRIAL AREA 18, OPPOSITE SEDRA SPA, MALIHA ROAD, SHARJAH",06-557 9567,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001160,SHJ,SHJ,PHARMACY,JANAH PHARMACY L.L.C BRANCH-2,MOH-F-5001160,MALIHA ROAD,"SHARJAH, MUWAILAH",06-557 9567,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001161,SHJ,SHJ,PHARMACY,800 PHARMA PHARMACY LLC-SHJ.BR,MOH-F-5001161,SHARJAH,SHARJAH,06-557 9567,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001217,SHJ,SHJ,PHARMACY,PHARMACY SABEEL L.L.C - SHJ. BR 1,MOH-F-5001217,AL BARSHA SOUTH,"NEAR TO EMARAT PETROL STATION, DHAID ROAD, OPPOSITION SHARJAH RAHMANIYA , HAY AL ATAIN, SHARJAH",06-557 9567,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001188,SHJ,SHJ,PHARMACY,GOLDEN STAR PHARMACY LLC,MOH-F-5001188,"ABI AL ATAHIA STREET,ROLLA","SHOP:3, AL MUNNA BOOK SHOP,ABI AL ATAHIA STREET,ROLLA,SHARJAH",06-5581633,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001199,SHJ,SHJ,PHARMACY,FAMILY STAR PHARMACY,MOH-F-5001199,ABU SHAGARA,"SHOP NO. 3, GROUND FLOOR - OPP. SEVEN STARS STATIONERY NORA BUILDING - ABU SHAGHARA - SHARJAH",06-5370703,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001218,SHJ,SHJ,PHARMACY,ASTER PHARMACIES GROUP LLC - SHJ. BR - BRANCH 8,MOH-F-5001218,AL MAJAZ 3,"SHOP NO 1,CRESCENT TOWER, CORNICHE STREET, AL MAJAZ 3, SHARJAH",06-5755178,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001233,SHJ,SHJ,PHARMACY,REGAL HOUSE PHARMACY,MOH-F-5001233,MUWAILIH,"SHOP NO. 2, BELRESHEED BUILDING, BUILDING NO.2516 MALIHA STREET, NEAR REGAL MEDICAL CENTRE, NATIONAL PAINTS, MUWAILIH, SHARJAH, UAE",06-7151037,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001239,SHJ,SHJ,PHARMACY,PURE PATH PHARMACY LLC SP,MOH-F-5001239,AL SAJJA,"AL SAJAA INDUSTRIAL AREA, SHARJAH,UAE",06-5518894,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000441,SHJ,SHJ,PHARMACY,BAIT AL DAWAA PHARMACY,MOH-F-5000441,AL TAAWUN,"AL TAAWUN.SHARJAH,UAE",06-5772511,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000850,SHJ,SHJ,PHARMACY,RUKN BAIT AL DAWAA PHARMACY,MOH-F-5000850,MUWAILAH,"MUWAILEH,SHARJAH,UAE",06-5442144,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001154,SHJ,SHJ,PHARMACY,GUARDIAN PHARMACY LLC,MOH-F-5001154,MUWAILAH,"NASEER ALI ABDUL JALEEL ALAUDH, BEHIND SHEIKH KHALIFA BIN ZAYED, MUWAILAH COMMERCIAL,SHARJAH,UAE",058-5651880,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001240,SHJ,SHJ,PHARMACY,ZEST WELLNESS PHARMACY L LC - SHJ. BR ,MOH-F-5001240,AL MAJAZ 1,"SHOP NO 3, SPINNEYS SHARJAH LIMITED BUILDING, KING FAISAL STREET, AL MAJAZ 1, AL MAJAZ, SHARJAH",06-5270457,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001241,SHJ,SHJ,PHARMACY,ASTER PHARMACIES GROUP LLC - SHJ. BR - BRANCH 6,MOH-F-5001241,MUWEILAH,"SHOP NO. 10, BUILDING 148/696, NEW MUWEILAH COMMERCIAL, MUWEILAH, SHARJAH",06-5748975,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000043,SHJ,SHJ,PHARMACY,AL REEF PHARMACY LLC,MOH-F-5000043,FIRST STREET,"1ST INDUSTRIAL FIRST STREET, SHARJAH,UAE",06-5330212,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000913,SHJ,SHJ,PHARMACY,STARCARE PHARMACY L L C,MOH-F-5000913,ROLLA SQUARE PARK,"NEAR ROLLA SQUARE PARK,MALABAR GOLD BLDG,SHARJAH",06-5611099,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000769,SHJ,SHJ,PHARMACY,AL DHAFRAH PHARMACY L.L.C,MOH-F-5000769,AL MAJAAZ 3,"GROUND FLOOR, AL-NOOR BUILDING - 8 ST - AL MAJAZ - AL MAJAAZ 3 - SHARJAH, UAE",06-5552277,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001284,SHJ,SHJ,PHARMACY,PRISTINE PHARMACY LLC-SHJ.BR,MOH-F-5001284,CORNICHE,MAMLAK HOTEL BUILDING NEAR CORNICH POST OFFICE SHARJAH,06-5611482,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000383,SHJ,SHJ,PHARMACY,AL MURTADHA PHARMACY,MOH-F-5000383,AL BUSTAN,"DAY TO DAY BUILDING , OPPOSITE MUSALLA SOUQ, AL BUSTAN , UAE",06-7406038,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000180,SHJ,SHJ,PHARMACY,HEALTH FIRST PHARMACY - BR3 ,MOH-F-5000180,AL JADA SHJ UNIVERSITY,SHARJAH MUWAILIH COMMERCIAL /AL JADA REHAN 01 OPP SHJ UNVIERSITY ,06-7678715,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001091,SHJ,SHJ,PHARMACY,HEALTH FIRST PHARMACY - BRANCH 11,MOH-F-5001091,AL DHAID,SHARJAH AL DHAID /AL DHAID MALL NEXT SHJ COOP,06-5232186,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000827,SHJ,SHJ,PHARMACY,HEALTH FIRST PHARMACY - BRANCH 7,MOH-F-5000827,AL KHAN,"MATAJER MALL – AL KHAN, SHARJAH ",06 5285143,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000922,SHJ,SHJ,PHARMACY,HEALTH FIRST PHARMACY - BRANCH 8 ,MOH-F-5000922,AL MIRQAB,"MATAJER MALL – AL MIRQAB, SHARJAH -AL SHARQ STREET OPP ADNOC STATION ",06-5462537,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000919,SHJ,SHJ,PHARMACY,HEALTH FIRST PHARMACY - BRANCH 9 ,MOH-F-5000919,AL SUYOH,SHARJAH COOPERATIVE SOCIETY SUYOH4  AL SUYOH SUBURB ,06-5353951,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000192,SHJ,SHJ,PHARMACY,HEALTH FIRST PHARMACY - SHARJAH,MOH-F-5000192,CORNICHE,CORNICHE ROAD- NEXT TO SUBWAY - SHARJAH,06-5643275,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000259,SHJ,SHJ,PHARMACY,HEALTH FIRST PHARMACY -BR 4- SHARJAH,MOH-F-5000259,MATAJER MALL SHJ,"MATAJER MALL – AL QOZ, SHARJAH ",06-5534225,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000490,SHJ,SHJ,PHARMACY,HEALTH FIRST PHARMACY BRANCH 6 SHARJAH,MOH-F-5000490,MALIHA STREET,NASMA RESIDENCES-AL TAYY -AL SUYOH SUBURB -MALIHA STREET -SHARJAH,06-5467683,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000084,SHJ,SHJ,PHARMACY,DUAA PHARMACY L.L.C,MOH-F-5000084,AL DHAID,"NEAR OLD FISH MARKET,AL DHAID ,SHARJAH,UAE",06-8822525,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000044,SHJ,SHJ,PHARMACY,AL RIYADH PHARMACY,MOH-F-5000044,AL WASIT STREET,"AL WASIT STREET, AL SHAHBAH AREA,SHARJAH,UAE",06-5583351,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000210,SHJ,SHJ,PHARMACY,LULU AL FALAH PHARMACY LLC,MOH-F-5000210,LULU SHARJAH,"LULU AL FALAH PHARMACY LLC, LULU HYPERMARKET, SHARJAH.",04-5774762,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000200,SHJ,SHJ,PHARMACY,LULU AL NAHDA PHARMACY LLC,MOH-F-5000200,LULU AL NAHDA,"LULU AL NAHDA PHARMACY LLC – LULU HYPERMARKET, AL NAHDA, SHARJAH",06-5211105,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001234,SHJ,SHJ,PHARMACY,HEALTH FIRST PHARMACY L.L.C.SP - BRANCH 12,MOH-F-5001234,AL KHUROOS,"SHOP NO: 04, SHARJAH COOP, AL KHUROOS, SHARJAH, U.A.E",06-5240865,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000759,SHJ,SHJ,PHARMACY,AL RAWAA PHARMACY LLC,MOH-F-5000759,AL MAHATTA,"89XV+FCP - AL MAHATTA - AL QASIMIA - SHARJAH, UAR",06-5500424,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
