SL_NO,PROVIDER_NAME,EMIRATE,PROVIDER_TYPE,INSURANCE_NETWORK,NOTES_EXCERPT
MOH-F-5000807,AL ENWAN PHARMACY,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000797,AL TAWAR PHARMACY,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000988,REEM AL NAHDAH PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000937,FAITH ZONE PHARMACY FZC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000978,AL HAMRIA PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000702,EMIRATES EUROPEAN HOSPITAL PHARMACY,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000219,LAMIA PHARMACY,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000746,AL SADAF PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000450,ASTER PHARMACY 125,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000018,ASTER HARAMAIN (AL HARAMAIN PHARMACY),SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000295,CRISTAL PHARMACY,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000492,ASTER PHARMACY 133,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000175,ASTER MEDICOM -17 (AL ANSAR PHARMACY),SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000061,ASTER SHARJAH PHARMACY,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000052,ASTER WASEEM (WASEEM PHARMACY),SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000403,ASTER PHARMACY 106,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000367,ASTER PHARMACY 107,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000449,ASTER PHARMACY 108,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000033,ASTER AL MAWADAH (AL MAWADAH PHARMACY),SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000174,ASTER AL MAJAZ (AL MAJAZ PHARMACY),SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000312,ASTER AL BUHAIRAH PHARMACY,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000173,ASTER EXPERT (EXPERT PHARMACY),SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000135,ASTER SALIM (SALIM PHARMACY),SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000031,ASTER AL MANARAH (AL MANARAH PHARMACY),SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000050,ASTER AL SHUALLA (AL SHUALLA PHARMACY),SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000481,ASTER PHARMACY 122,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH1351,ASTER PHARMACY 203,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000532,ASTER PHARMACY 151,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000404,ASTER PHARMACY 121 (BR OF ASTER PHARMACIES GROUP LLC),SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000567,ASTER PHARMACY 140,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000627,ASTER PHARMACY 153,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000886,ASTER PHARMACIES GROUP LLC -SHJ BR -BRANCH 2,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000878,ASTER PHARMACIES GROUP LLC- SHJ BR - BRANCH 3,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000987,ASTER PHARMACIES GROUP LLC -SHJ BR -BRANCH 1,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001037,ASTER PHARMACIES GROUP LLC -SHJ BR,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001065,ASTER PHARMACIES GROUP LLC -SHJ BR -BRANCH 4,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001050,ASTER HOSPITAL PHARMACY,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000647,AL COURNICHE PHARMACY,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000456,AL YAMAMA PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000333,AL RAHMANIAH PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH971,AL SHIFA UROPI PHARMACY LLC,SHJ,PHARMACY,Shifa/ADICO,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000066,BILAL PHARMACY,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000195,AL FURQAN PHARMACY (AL- SHAMS GROUP),SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001172,AL SEYOUH PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000778,RUKN AL YASMEEN PHARMACY,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000526,YAS PHARMACY L.L.C,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000231,AL QASIMIAH PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH316,ASIA PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-449,AL SAJAA PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-1041,BAB AL QASIMIAH PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000542,AL AFDHAL PHARMACY(AL NEEM GROUP),SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000281,DAR AL DAWAA PHARMACY L.L.C(AL NEEM GROUP),SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000608,AL SABAH PHARMACY L.L.C(AL NEEM GROUP),SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000384,RUKN AL HAYAT PHARMACY L.L.C,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000813,DAR AL NEEM PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000806,AL SAMHA PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000875,ABUDHABI PHARMACY,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000451,MUHAMMAD AYAZ PHARMACY L.L.C,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000713,LANA PHARMACY L.L.C(AL NEEM GROUP),SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000748,AL NAS PHARMACY L.L.C(AL NEEM GROUP),SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000727,RAFEAH PHARMACY L.L.C(AL NEEM GROUP),SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH835,AL MALEHA PHARMACY,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000832,MILAN PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000635,ARABIAN PHARMACY (AL BARAKAH),SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000138,SHARJAH AHALIA PHARMACY,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000486,AL AHLIAH PHARMACY,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000324,AL INAYA AL MUTAQADIMAH PHARMACY LLC-MUWAILAH-(ADVANCED GROUP),SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000882,ASTER PHARMACIES GROUP LLC- SHJ BR - BRANCH 5,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001079,AL BEDAYA PHARMACY,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001155,RAYHAN GULF PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001183,AL SHUALLA PHARMACY,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001190,ASTER PHARMACIES GROUP LLC - SHJ.BR - BRANCH 7,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001092,MUZEIRA PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001088,AL BARASHI PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001093,AL HAJIS PHARMACY L.L.C,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001133,WAHAT AL TAIBAH PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001152,AL JAREENA PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000579,MODERN PHARMACY L.L.C - SHJ BR,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000601,MODERN PHARMACY LLC - SHARJAH BR-BR 02,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000636,MODERN PHARMACY L.L.C - SHJ BR -BR 03,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000788,MODERN PHARMACY L.L.C - SHJ BR -BR 05,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000113,MODERN PHARMACY L.L.C - SHJ BR -BR 06,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001149,MODERN PHARMACY LLC SHJ BR BR-7,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000703,ABAQ AL NADA PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000368,AL SEHA AL KUBRA PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001184,MODERN FAMILY PHARMACY LLC SHJ BRANCH,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001185,SADAF AL SAJAH PHARMACY,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000527,ORIANA PHARMACY LLC SOLE PROPRIETORSHIP,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000941,ORIANA PHARMACY L.L.C - SOLE PROPRIETORSHIP-BRANCH 1,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001059,ORIANA PHARMACY LLC SOLE PROPRIETORSHIP BRANCH 2,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001045,DAR AL KAMAL PHARMACY,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000939,AL MATAR PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001003,RUKN AL RAFEAH PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001165,DAR AL FARAJ PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001160,JANAH PHARMACY L.L.C BRANCH-2,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001161,800 PHARMA PHARMACY LLC-SHJ.BR,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001217,PHARMACY SABEEL L.L.C - SHJ. BR 1,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001188,GOLDEN STAR PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001199,FAMILY STAR PHARMACY,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001218,ASTER PHARMACIES GROUP LLC - SHJ. BR - BRANCH 8,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001233,REGAL HOUSE PHARMACY,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001239,PURE PATH PHARMACY LLC SP,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000441,BAIT AL DAWAA PHARMACY,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000850,RUKN BAIT AL DAWAA PHARMACY,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001154,GUARDIAN PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001240,ZEST WELLNESS PHARMACY L LC - SHJ. BR ,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001241,ASTER PHARMACIES GROUP LLC - SHJ. BR - BRANCH 6,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000043,AL REEF PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000913,STARCARE PHARMACY L L C,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000769,AL DHAFRAH PHARMACY L.L.C,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001284,PRISTINE PHARMACY LLC-SHJ.BR,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000383,AL MURTADHA PHARMACY,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000180,HEALTH FIRST PHARMACY - BR3 ,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001091,HEALTH FIRST PHARMACY - BRANCH 11,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000827,HEALTH FIRST PHARMACY - BRANCH 7,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000922,HEALTH FIRST PHARMACY - BRANCH 8 ,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000919,HEALTH FIRST PHARMACY - BRANCH 9 ,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000192,HEALTH FIRST PHARMACY - SHARJAH,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000259,HEALTH FIRST PHARMACY -BR 4- SHARJAH,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000490,HEALTH FIRST PHARMACY BRANCH 6 SHARJAH,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000084,DUAA PHARMACY L.L.C,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000044,AL RIYADH PHARMACY,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000210,LULU AL FALAH PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000200,LULU AL NAHDA PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001234,HEALTH FIRST PHARMACY L.L.C.SP - BRANCH 12,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000759,AL RAWAA PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001151,AL RAWAA PHARMACY LLC- BRANCH 1,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001339 ,ASTER PHARMACIES GROUP LLC - SHJ. BR - BRANCH 9,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001302,SHIFA MUWAILEH PHARMACY L.L.C,SHJ,PHARMACY,Shifa/ADICO,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000188,CENTRAL PRIVATE HOSPITAL PHARMACY,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001293,SAIF AL NAHDA PHARMACY L.L.C.SP,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001359,NEW MEDICAL CENTRE PHARMACY LTD - SHJ.BR - BRANCH 2,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000947,BAB AL ROLAH PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001375,NABDH ALSHIFA PHARMACY,SHJ,PHARMACY,Shifa/ADICO,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001335,24 HOUR PHARMACY CO.LLC - SHJ. BR 1,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001334,MEDON 24 HOUR PHARMACY CO. L.L.C - SHJ. BR 1,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001344,AL MUSALLA PHARMACY BRANCH 1,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001371,MAX CARE POINT PHARMACY L.L.C.SP,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000952,MERCURY PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001036,MERCURY STAR PHARMACY LLC,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-1000043,MATHEW MEDICAL CENTRE L.L.C SP,SHJ,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
SHA-F-000508,REGAL CARE MEDICAL CENTER,SHJ,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MOH-F-5000906,IBN SINA PHARMACY SOLE PROPRIETORSHIP L.L.C SHJ. BR - BRANCH 4,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000907,IBN SINA PHARMACY SOLE PROPRIETORSHIP L.L.C SHJ. BR - BRANCH 8,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001041,IBN SINA PHARAMCY SOLE PROPRIETORSHIP L.L.C - BRANCH 1,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001231,IBN SINA PHARAMCY SOLE PROPRIETORSHIP L.L.C - BRANCH 10,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001309,IBN SINA PHARAMCY SOLE PROPRIETORSHIP L.L.C - BRANCH 11,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001162,IBN SINA PHARAMCY SOLE PROPRIETORSHIP L.L.C - BRANCH 3,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001307,IBN SINA PHARAMCY SOLE PROPRIETORSHIP L.L.C - SHJ. BR - BRANCH 14,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000070,IBN SINA PHARAMCY SOLE PROPRIETORSHIP L.L.C BRANCH 12,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000954,IBN SINA PHARAMCY SOLE PROPRIETORSHIP L.L.C SHJ. BR  6,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000963,IBN SINA PHARAMCY SOLE PROPRIETORSHIP L.L.C SHJ. BR  7,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000822 ,IBN SINA PHARAMCY SOLE PROPRIETORSHIP L.L.C SHJ. BR - BRANCH 2,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001049,IBN SINA PHARMACY L.L.C - BRANCH,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000924,IBN SINA PHARMACY SOLEPROPRIETORSHIP LLC SHJ BRANCH,SHJ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-1000636,YASMED MEDICAL CENTER,UMQ,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MOH545,AL JAZBIR CLINIC,UMQ,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MOH-F-1000499,AL HAYAT MEDICAL CENTER-UMM AL QUWAIN,UMQ,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MOH-F-1000094,DR.SUNNY MEDICAL CENTRE UAQ,UMQ,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MOH-F-1000721,ASTER MEDICAL CENTRE - BR OF (D M HEALTHCARE) LLC UMM AL QUWAIN BRANCH,UMQ,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MOH-F-1000692,DAR AL HAYAT MEDICAL CENTRE LLC,UMQ,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MOH-F-1000851,WELLNESS MEDICAL CENTER LLC,UMQ,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MOH-F-1000855,CARE FOR YOU MEDICAL CENTER,UMQ,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MOH-F-1000714,AL SHIFA MEDICAL CENTER L.L.C,UMQ,CLINIC,Shifa/ADICO,"Coordinates approximate for Jurf 1, Industrial Area 3, Ajman"
MOH-F-1000919,NOOR AL SHIFA MEDICAL CENTER,UMQ,CLINIC,Shifa/ADICO,"Coordinates approximate for Jurf 1, Industrial Area 3, Ajman"
MOH-F-1000924,YOUR MEDICAL CENTER,UMQ,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MOH-F-1000342,SHEIKH KHALIFA GENERAL HOSPITAL UMQ,UMQ,HOSPITAL,UNKNOWN,Hospital facility with emergency services. Coordinates verif
MOH-F-5001014,YASMEDPHARMACYLLC,UMQ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000798,IBN BATUTA PHARMACY LLC,UMQ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5000176,ASTER MEDICOM -26 (MEDICOM PHARMACY -26),UMQ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001061,ASTER PHARMACIES GROUP LLC UAQ BRANCH,UMQ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MOH-F-5001019,AL NEEM PHARMACY LLC,UMQ,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
